Unnamed: 0.1,Unnamed: 0,text_id,term_id,text,term,polarity,example1_term_id,example1_prompt,example1_sim_score,example2_term_id,example2_prompt,example2_sim_score,example3_term_id,example3_prompt,example3_sim_score,polarity_pred,prompt_name,prompt,error,structured_analysis,unstructured_analysis
258,258,97,258,Telly's has the best octopus ever and the fish was so good on the grill.,grill,neutral,5026,"Input: ""I had six different items on the menu (yes, I am a trencherman) and three were simply OUTSTANDING: the steak, the sweetbreads (best I've ever had), and the monkfish liver (also the best I've ever had).""
Term: menu
Output: neutral
",0.230200320848186,8592,"Input: ""Appetizers were OK, steak was not as good as what I would have prepared at home on the grill.""
Term: Appetizers
Output: positive
",0.2407736810235171,9599,"Input: ""If you want to have fresh grill fish served just with virgin olive oil and lemon Telly's Taverna is the place for you.""
Term: grill fish served
Output: positive
",0.3515984782972308,positive,prompt_single_term_fewshot,"Example 1:
Input: ""I had six different items on the menu (yes, I am a trencherman) and three were simply OUTSTANDING: the steak, the sweetbreads (best I've ever had), and the monkfish liver (also the best I've ever had).""
Term: menu
Output: neutral


Example 2:
Input: ""Appetizers were OK, steak was not as good as what I would have prepared at home on the grill.""
Term: Appetizers
Output: positive


Example 3
Input: ""If you want to have fresh grill fish served just with virgin olive oil and lemon Telly's Taverna is the place for you.""
Term: grill fish served
Output: positive

    
Task:
Input: Telly's has the best octopus ever and the fish was so good on the grill.
Prompt: What is the sentiment in the text towards 'grill'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",error,"[{""adjective"":""best"",""importance"":""0.5""},
{""adjective"":""so good"",""importance"":""0.5""}]","The prediction of ""positive"" sentiment towards the term ""grill"" was influenced by the phrase ""the fish was so good on the grill."" This phrase directly associates the quality of the fish with being cooked on the grill, implying a positive experience and outcome due to the grilling process. The use of ""so good"" as a descriptor for the fish prepared on the grill strongly suggests a positive sentiment towards the method of cooking, hence influencing the decision towards a positive sentiment for the term ""grill."""
128,128,49,128,"we live down the street and have eaten here many times for lunch and dinner, and the food is consistently terrific.",dinner,neutral,6520,"Input: ""I work nearby so I've eaten here countless times (breakfast, lunch, dinner, even Sunday brunch), and been to several really cool parties--the food's delicious, and the setting is spectacular.""
Term: brunch
Output: neutral
",0.2706702433207619,4649,"Input: ""I have been there for lunch many times and have always enjoyed my sushi.""
Term: lunch
Output: neutral
",0.3165860198478696,3733,"Input: ""A terrific place to eat breakfast, lunch or dinner.""
Term: place
Output: positive
",0.3293295496532699,positive,prompt_single_term_fewshot,"Example 1:
Input: ""I work nearby so I've eaten here countless times (breakfast, lunch, dinner, even Sunday brunch), and been to several really cool parties--the food's delicious, and the setting is spectacular.""
Term: brunch
Output: neutral


Example 2:
Input: ""I have been there for lunch many times and have always enjoyed my sushi.""
Term: lunch
Output: neutral


Example 3
Input: ""A terrific place to eat breakfast, lunch or dinner.""
Term: place
Output: positive

    
Task:
Input: we live down the street and have eaten here many times for lunch and dinner, and the food is consistently terrific.
Prompt: What is the sentiment in the text towards 'dinner'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",error,"[{""adjective"":""consistently terrific"",""importance"":""1.00""}]","The prediction is based on the overall positive sentiment expressed in the phrase ""the food is consistently terrific."" This phrase directly influences the sentiment towards both ""lunch"" and ""dinner,"" as they are mentioned in the context of eating at the place. The word ""terrific"" is a strong positive indicator, suggesting a high level of satisfaction with the meals, including dinner."
171,171,66,171,"The third time, after, an hour and a half of waiting, my friend went up to the host to check the status.",host,neutral,427,"Input: ""Once the waitress cursed our table for not tipping enough after we had waited an hour to order and another half an hour just to get a drink, on top of this I had to find my own cutlery.""
Term: waitress
Output: negative
",0.2677736333036284,8358,"Input: ""When we were finally seated about half an hour after my reservation, the waitress took her time taking our order.""
Term: reservation
Output: neutral
",0.2877389883268701,9014,"Input: ""After waiting to get a table for over a half hour even though we had reservations, we went up to the host.""
Term: waiting
Output: negative
",0.4800966649727846,neutral,prompt_single_term_fewshot,"Example 1:
Input: ""Once the waitress cursed our table for not tipping enough after we had waited an hour to order and another half an hour just to get a drink, on top of this I had to find my own cutlery.""
Term: waitress
Output: negative


Example 2:
Input: ""When we were finally seated about half an hour after my reservation, the waitress took her time taking our order.""
Term: reservation
Output: neutral


Example 3
Input: ""After waiting to get a table for over a half hour even though we had reservations, we went up to the host.""
Term: waiting
Output: negative

    
Task:
Input: The third time, after, an hour and a half of waiting, my friend went up to the host to check the status.
Prompt: What is the sentiment in the text towards 'host'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",correct,[],"The prediction was made based on the context provided around the term ""host."" The text does not express any direct sentiment towards the host itself but rather describes an action related to waiting and checking the status with the host. The words ""after, an hour and a half of waiting, my friend went up to the host to check the status"" do not inherently carry a positive or negative sentiment towards the host but rather describe a situation of prolonged waiting and a subsequent action. Therefore, the sentiment towards the ""host"" is considered ""neutral"" as there is no explicit positive or negative sentiment expressed towards the host in the provided context."
336,336,128,336,"The only apparent flavor in any of the dishes was heat, and a table of four gourmands left at least half of our meals on our plates.",table,neutral,4274,"Input: ""I only saw one waitress for the entire place, and small as it is, she only came to our table to take our order and take away plates, not once asking us if our food was to our liking.""
Term: waitress
Output: negative
",0.2366587402420784,7823,"Input: ""The only downside was our waitress -- she forgot to order one of our side dishes, was not attentive, and then gave us our check before we finished our bottle of wine.""
Term: waitress
Output: negative
",0.2503307395737174,3359,"Input: ""One time the waitress left in the middle of our dinner.""
Term: waitress
Output: negative
",0.2574851247519347,neutral,prompt_single_term_fewshot,"Example 1:
Input: ""I only saw one waitress for the entire place, and small as it is, she only came to our table to take our order and take away plates, not once asking us if our food was to our liking.""
Term: waitress
Output: negative


Example 2:
Input: ""The only downside was our waitress -- she forgot to order one of our side dishes, was not attentive, and then gave us our check before we finished our bottle of wine.""
Term: waitress
Output: negative


Example 3
Input: ""One time the waitress left in the middle of our dinner.""
Term: waitress
Output: negative

    
Task:
Input: The only apparent flavor in any of the dishes was heat, and a table of four gourmands left at least half of our meals on our plates.
Prompt: What is the sentiment in the text towards 'table'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",correct,[],"The sentiment analysis focused on the term ""table,"" which in the context of the provided text, is neutral. The negative sentiment expressed in the input is directed towards the flavor of the dishes and the overall dining experience, not the table itself. Words like ""only apparent flavor,"" ""heat,"" and ""left at least half of our meals"" indicate dissatisfaction with the food, not the table. The term ""table"" simply refers to the group of diners (a table of four gourmands) and does not carry any positive or negative connotations by itself in this context. Therefore, the decision was based on the neutrality of the term ""table"" in relation to the sentiment expressed."
366,366,139,366,"They were rude, didn't know their drinks and were unable to demonstrate any professionalism in their service mentality.",service,negative,7552,"Input: ""Server's were extremely nice, yet were socializing too much with friends that were having drinks at the bar and it was difficult to get their attention.""
Term: Server
Output: positive
",0.2304609441637608,4343,"Input: ""Their pasta isn't spectacular nor is their marinara sauce, but their appetizers are wonderful.""
Term: pasta
Output: negative
",0.2352794679251931,4086,"Input: ""Their service can use a little assistance, but their food is great.""
Term: service
Output: negative
",0.2391495115535989,negative,prompt_single_term_fewshot,"Example 1:
Input: ""Server's were extremely nice, yet were socializing too much with friends that were having drinks at the bar and it was difficult to get their attention.""
Term: Server
Output: positive


Example 2:
Input: ""Their pasta isn't spectacular nor is their marinara sauce, but their appetizers are wonderful.""
Term: pasta
Output: negative


Example 3
Input: ""Their service can use a little assistance, but their food is great.""
Term: service
Output: negative

    
Task:
Input: They were rude, didn't know their drinks and were unable to demonstrate any professionalism in their service mentality.
Prompt: What is the sentiment in the text towards 'service'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",correct,"[{""adjective"":""rude"",""importance"":""0.40""},{""adjective"":""didn't know their drinks"",""importance"":""0.30""},{""adjective"":""unable to demonstrate any professionalism"",""importance"":""0.30""}]","The prediction of ""negative"" sentiment towards 'service' was influenced by the use of words and phrases such as ""rude,"" ""didn't know their drinks,"" and ""unable to demonstrate any professionalism in their service mentality."" These phrases directly criticize the quality of service, indicating a clear negative sentiment."
293,293,113,293,"The nachos were very very good, but the onion bloom felt too greasy and the calamari was soggy.",nachos,positive,4356,"Input: ""The food is very good for the price.""
Term: food
Output: positive
",0.2864937162770813,941,"Input: ""As for the food, it is way too rich/greasy, whether it was the calamari or grilled chicken.""
Term: food
Output: negative
",0.3092795337090506,9751,"Input: ""The food was very good but portions were small.""
Term: food
Output: positive
",0.3205029629417167,positive,prompt_single_term_fewshot,"Example 1:
Input: ""The food is very good for the price.""
Term: food
Output: positive


Example 2:
Input: ""As for the food, it is way too rich/greasy, whether it was the calamari or grilled chicken.""
Term: food
Output: negative


Example 3
Input: ""The food was very good but portions were small.""
Term: food
Output: positive

    
Task:
Input: The nachos were very very good, but the onion bloom felt too greasy and the calamari was soggy.
Prompt: What is the sentiment in the text towards 'nachos'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",correct,"[{""adjective"":""very very good"",""importance"":""1.00""}]","The prediction was made based on the specific mention of ""nachos"" followed by ""were very very good."" The repetition of ""very"" emphasizes a strong positive sentiment towards the nachos. The words ""very very good"" directly associated with ""nachos"" had a high influence on the decision, indicating a positive sentiment. Other food items mentioned in the text did not affect the sentiment analysis for 'nachos'."
133,133,51,133,"Our waiter seemed to really care about getting us to the show on time, and made some good reccomendations on the menu for doing it.",waiter,positive,7217,"Input: ""The owner himself one time came to our table to clear our dishes when our waiter didn't show (a rare occurance, but it was late at night).""
Term: owner
Output: positive
",0.2428345130084317,3799,"Input: ""Our waiter forgot about us for long periods of time and never even offered us a dessert menu.""
Term: waiter
Output: negative
",0.2481008435166808,4969,"Input: ""Nonetheless, our waiter gave us prompt service and a smile every time he came over to take an order, bring us drinks, or check up on how we were doing.""
Term: waiter
Output: positive
",0.256241441989093,positive,prompt_single_term_fewshot,"Example 1:
Input: ""The owner himself one time came to our table to clear our dishes when our waiter didn't show (a rare occurance, but it was late at night).""
Term: owner
Output: positive


Example 2:
Input: ""Our waiter forgot about us for long periods of time and never even offered us a dessert menu.""
Term: waiter
Output: negative


Example 3
Input: ""Nonetheless, our waiter gave us prompt service and a smile every time he came over to take an order, bring us drinks, or check up on how we were doing.""
Term: waiter
Output: positive

    
Task:
Input: Our waiter seemed to really care about getting us to the show on time, and made some good reccomendations on the menu for doing it.
Prompt: What is the sentiment in the text towards 'waiter'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",correct,"[{""adjective"":""really care"",""importance"":""0.40""},{""adjective"":""getting us to the show on time"",""importance"":""0.30""},{""adjective"":""good recommendations"",""importance"":""0.30""}]","The prediction of ""positive"" sentiment towards the term ""waiter"" was influenced by the phrases ""seemed to really care"" and ""made some good recommendations."" These phrases suggest a high level of attentiveness and helpfulness from the waiter, indicating a positive experience."
149,149,58,149,"The place was packed and while our food took time to be prepared, our waiter earned points for his sparkling conversation to pass time and for also knowing practically every ingredient of every special under consideration.",waiter,positive,4895,"Input: ""The only time the waitress paid any attention to us was when she took our order and at the end of our meal to ask if we wanted dessert (by then we had already packed up our leftovers and were waiting for change from our bill).""
Term: waitress
Output: negative
",0.2093394023223191,1344,"Input: ""Our waiter took his time taking our drink orders ('97 Italian red was good).""
Term: waiter
Output: positive
",0.211774546168315,10596,"Input: ""Not only did we have to flag the waiter down every time for every course or request, but they spilled our drinks twice all over the table - and once was hot tea.""
Term: waiter
Output: negative
",0.2431406301646715,positive,prompt_single_term_fewshot,"Example 1:
Input: ""The only time the waitress paid any attention to us was when she took our order and at the end of our meal to ask if we wanted dessert (by then we had already packed up our leftovers and were waiting for change from our bill).""
Term: waitress
Output: negative


Example 2:
Input: ""Our waiter took his time taking our drink orders ('97 Italian red was good).""
Term: waiter
Output: positive


Example 3
Input: ""Not only did we have to flag the waiter down every time for every course or request, but they spilled our drinks twice all over the table - and once was hot tea.""
Term: waiter
Output: negative

    
Task:
Input: The place was packed and while our food took time to be prepared, our waiter earned points for his sparkling conversation to pass time and for also knowing practically every ingredient of every special under consideration.
Prompt: What is the sentiment in the text towards 'waiter'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",correct,"[{""adjective"":""earned points"",""importance"":""0.40""},{""adjective"":""sparkling conversation"",""importance"":""0.30""},{""adjective"":""knowing practically every ingredient"",""importance"":""0.30""}]","The prediction of ""positive"" sentiment towards the term ""waiter"" was influenced by phrases such as ""earned points for his sparkling conversation to pass time"" and ""knowing practically every ingredient of every special under consideration."" These phrases suggest that the waiter provided a pleasant and informative experience, indicating a positive sentiment."
199,199,77,199,"The only dishes that were good were the chicken kebob (not hard to make) and the desserts, which were rice pudding.",dishes,positive,9937,"Input: ""The presentation of some of the dishes and desserts were great but taste and quality of the food was sub-par especially for the prices that we were paying.""
Term: dishes
Output: positive
",0.3030264720343766,8377,"Input: ""The rice that we were served for dinner was dry and hard, obviously left over from lunch.""
Term: rice
Output: negative
",0.3056044420751573,6296,"Input: ""Appetizers were by far the best, entrees were subpar but desserts were sublime.""
Term: Appetizers
Output: positive
",0.3154379142472243,positive,prompt_single_term_fewshot,"Example 1:
Input: ""The presentation of some of the dishes and desserts were great but taste and quality of the food was sub-par especially for the prices that we were paying.""
Term: dishes
Output: positive


Example 2:
Input: ""The rice that we were served for dinner was dry and hard, obviously left over from lunch.""
Term: rice
Output: negative


Example 3
Input: ""Appetizers were by far the best, entrees were subpar but desserts were sublime.""
Term: Appetizers
Output: positive

    
Task:
Input: The only dishes that were good were the chicken kebob (not hard to make) and the desserts, which were rice pudding.
Prompt: What is the sentiment in the text towards 'dishes'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",correct,"[{""adjective"":""good"",""importance"":""0.70""},{""adjective"":""not hard to make"",""importance"":""0.15""},{""adjective"":""desserts"",""importance"":""0.15""}]","The prediction was made based on the mention that ""The only dishes that were good were the chicken kebob and the desserts, which were rice pudding."" The phrase ""The only dishes that were good"" directly influences the decision towards a positive sentiment regarding 'dishes'. This indicates that among the dishes served, there were items (chicken kebob and desserts) that were positively received, leading to a positive sentiment towards the term 'dishes'."
126,126,48,126,"The ravioli was the better of the two, but the serving was tiny, and the skin a bit rubbery.",serving,negative,9529,"Input: ""The food came cold and a sauce that came with one of the dishes had developed a skin.""
Term: food
Output: negative
",0.2383541850354651,4793,"Input: ""Sure, the wait was a bit long for a table, but the service was good and the food was pretty good too.""
Term: wait
Output: negative
",0.2500411599605155,4868,"Input: ""The best out of the three entree's we had was the goat cheese ravioli.""
Term: entree
Output: neutral
",0.2550919369526691,negative,prompt_single_term_fewshot,"Example 1:
Input: ""The food came cold and a sauce that came with one of the dishes had developed a skin.""
Term: food
Output: negative


Example 2:
Input: ""Sure, the wait was a bit long for a table, but the service was good and the food was pretty good too.""
Term: wait
Output: negative


Example 3
Input: ""The best out of the three entree's we had was the goat cheese ravioli.""
Term: entree
Output: neutral

    
Task:
Input: The ravioli was the better of the two, but the serving was tiny, and the skin a bit rubbery.
Prompt: What is the sentiment in the text towards 'serving'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",correct,"[{""adjective"":""tiny"",""importance"":""0.7""},
{""adjective"":""bit rubbery"",""importance"":""0.3""}]","The prediction was made based on the phrase ""the serving was tiny,"" which directly relates to the term 'serving'. This phrase has a negative connotation, indicating dissatisfaction with the quantity of the food served. The word ""tiny"" in this context suggests that the serving size was smaller than expected or desired, leading to a negative sentiment towards the serving."
209,209,80,209,i got a steak special that was way overpriced ($12 more then the steak on the menu and no warning from the waitress) and it was cooked to the wrong temperature.,steak special,negative,4229,"Input: ""I had the Brazailian steak and the spinach and cheese crepe for dinner - the steak was tender accompanied with mashed potatoes and salad, but salty!""
Term: dinner
Output: neutral
",0.2111444908732596,8820,"Input: ""Took 20 minutes and three requests to the waitress to get a drink, and then my steak came opposite to how I ordered it--twice!""
Term: waitress
Output: negative
",0.2121414229382982,6293,"Input: ""There was no price on the menu and the waitress recommended it.""
Term: price
Output: neutral
",0.2885514679559068,negative,prompt_single_term_fewshot,"Example 1:
Input: ""I had the Brazailian steak and the spinach and cheese crepe for dinner - the steak was tender accompanied with mashed potatoes and salad, but salty!""
Term: dinner
Output: neutral


Example 2:
Input: ""Took 20 minutes and three requests to the waitress to get a drink, and then my steak came opposite to how I ordered it--twice!""
Term: waitress
Output: negative


Example 3
Input: ""There was no price on the menu and the waitress recommended it.""
Term: price
Output: neutral

    
Task:
Input: i got a steak special that was way overpriced ($12 more then the steak on the menu and no warning from the waitress) and it was cooked to the wrong temperature.
Prompt: What is the sentiment in the text towards 'steak special'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",correct,"[{""adjective"":""overpriced"",""importance"":""0.60""},{""adjective"":""way"",""importance"":""0.20""},{""adjective"":""cooked to the wrong temperature"",""importance"":""0.20""}]","The prediction of ""negative"" sentiment towards the term ""steak special"" was influenced by the phrases ""way overpriced"" and ""cooked to the wrong temperature."" These phrases indicate dissatisfaction with both the price and the preparation of the steak special, leading to a negative sentiment."
446,446,169,446,"The server came by only once to pour additional wine for the table; the rest of the time, we had to fish the bottle out of the two-table communal bucket ourselves.",server,negative,10075,"Input: ""The waitress came to our table once for our order, but then we were tended to by who I thought was the hostess.""
Term: waitress
Output: negative
",0.2529629904422828,4290,"Input: ""The Server took the order and disappeared for the entire rest of the night until we had to stop him b/c the bus boy knocked over our entire bottle of red wine soaking the white table cloth, the seats and our business suits.""
Term: Server
Output: negative
",0.2642560915202536,8702,"Input: ""Service was atrocious: appetizers came out 3 minutes after we ordered, and 10 minutes before we finally tracked down the bottle of wine we had ordered, the waiter rushed us from start to finish, we had to repeatedly track down someone to pour us more wine since it wasn't at the table, etc, etc.""
Term: Service
Output: negative
",0.2682293989460583,negative,prompt_single_term_fewshot,"Example 1:
Input: ""The waitress came to our table once for our order, but then we were tended to by who I thought was the hostess.""
Term: waitress
Output: negative


Example 2:
Input: ""The Server took the order and disappeared for the entire rest of the night until we had to stop him b/c the bus boy knocked over our entire bottle of red wine soaking the white table cloth, the seats and our business suits.""
Term: Server
Output: negative


Example 3
Input: ""Service was atrocious: appetizers came out 3 minutes after we ordered, and 10 minutes before we finally tracked down the bottle of wine we had ordered, the waiter rushed us from start to finish, we had to repeatedly track down someone to pour us more wine since it wasn't at the table, etc, etc.""
Term: Service
Output: negative

    
Task:
Input: The server came by only once to pour additional wine for the table; the rest of the time, we had to fish the bottle out of the two-table communal bucket ourselves.
Prompt: What is the sentiment in the text towards 'server'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",correct,"[{""adjective"":""only once"",""importance"":""0.40""},
{""adjective"":""had to fish the bottle out"",""importance"":""0.40""},
{""adjective"":""communal bucket"",""importance"":""0.20""}]","The prediction of ""negative"" sentiment towards the 'server' was influenced by the phrases ""came by only once to pour additional wine"" and ""the rest of the time, we had to fish the bottle out of the two-table communal bucket ourselves."" These phrases suggest dissatisfaction with the server's level of service, indicating a negative sentiment. The expectation of more frequent service was not met, leading to a negative experience."
230,230,87,230,Had a mouthwatering sardinian Stuffed Squid and a Catfish fiumarola from Rome( think was capers and anchovies sauce).,sardinian Stuffed Squid,positive,8190,"Input: ""For an entree, I tried the Ravioli, cooked to perfection and stuffed with eggplant, ricotta, and chicken and served in an suculent sage butter sauce.""
Term: entree
Output: neutral
",0.1424553300193302,164,"Input: ""With 5 items on the menu and prices this low, you'd think turnover would be a priority -- think again!!!""
Term: menu
Output: neutral
",0.1501612316076162,7981,"Input: ""Appetizers, such as sweet grilled scallops with butter, and mouthwatering grilled yellowtail collar, are mostly excellent, though some, like mushrooms stuffed with bland poached fish, fall flat.""
Term: mushrooms
Output: neutral
",0.1851179809546727,positive,prompt_single_term_fewshot,"Example 1:
Input: ""For an entree, I tried the Ravioli, cooked to perfection and stuffed with eggplant, ricotta, and chicken and served in an suculent sage butter sauce.""
Term: entree
Output: neutral


Example 2:
Input: ""With 5 items on the menu and prices this low, you'd think turnover would be a priority -- think again!!!""
Term: menu
Output: neutral


Example 3
Input: ""Appetizers, such as sweet grilled scallops with butter, and mouthwatering grilled yellowtail collar, are mostly excellent, though some, like mushrooms stuffed with bland poached fish, fall flat.""
Term: mushrooms
Output: neutral

    
Task:
Input: Had a mouthwatering sardinian Stuffed Squid and a Catfish fiumarola from Rome( think was capers and anchovies sauce).
Prompt: What is the sentiment in the text towards 'sardinian Stuffed Squid'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",correct,"[{""adjective"":""mouthwatering"",""importance"":""1.0""}]","The prediction of ""positive"" sentiment towards ""sardinian Stuffed Squid"" was influenced by the use of the adjective ""mouthwatering"" directly before the mention of the dish. This word conveys a strong positive sentiment, indicating that the squid was very appealing and delicious."
172,172,67,172,"Right after we finished the main course (the organic chicken was dry), but before we finish drinking the wine the check was placed on the table, and the waitress came back and picked it up three times.",organic chicken,negative,3390,"Input: ""Food turned out to be descent, but the waitress disappeared from the moment we placed the order untill she came back with the check.""
Term: Food
Output: positive
",0.2752609464108914,5707,"Input: ""after the main course the waitress brought desert menus and never came back.""
Term: waitress
Output: negative
",0.3283092276090447,7710,"Input: ""Dinner was very rushed - the waiter was bringing out the main course even before we had finished the appetizer.""
Term: Dinner
Output: negative
",0.3341707724135971,negative,prompt_single_term_fewshot,"Example 1:
Input: ""Food turned out to be descent, but the waitress disappeared from the moment we placed the order untill she came back with the check.""
Term: Food
Output: positive


Example 2:
Input: ""after the main course the waitress brought desert menus and never came back.""
Term: waitress
Output: negative


Example 3
Input: ""Dinner was very rushed - the waiter was bringing out the main course even before we had finished the appetizer.""
Term: Dinner
Output: negative

    
Task:
Input: Right after we finished the main course (the organic chicken was dry), but before we finish drinking the wine the check was placed on the table, and the waitress came back and picked it up three times.
Prompt: What is the sentiment in the text towards 'organic chicken'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",correct,"[{""adjective"":""dry"",""importance"":""1.0""}]","The prediction was made based on the phrase ""the organic chicken was dry,"" which directly describes the quality of the organic chicken in a negative manner. The word ""dry"" in the context of food, especially meat, is commonly used to express dissatisfaction, indicating that the chicken was not juicy or flavorful as expected. This specific description of the organic chicken as being ""dry"" had a high influence on determining the sentiment as negative."
295,295,113,295,"The nachos were very very good, but the onion bloom felt too greasy and the calamari was soggy.",calamari,negative,4356,"Input: ""The food is very good for the price.""
Term: food
Output: positive
",0.2864937162770813,941,"Input: ""As for the food, it is way too rich/greasy, whether it was the calamari or grilled chicken.""
Term: food
Output: negative
",0.3092795337090506,9751,"Input: ""The food was very good but portions were small.""
Term: food
Output: positive
",0.3205029629417167,negative,prompt_single_term_fewshot,"Example 1:
Input: ""The food is very good for the price.""
Term: food
Output: positive


Example 2:
Input: ""As for the food, it is way too rich/greasy, whether it was the calamari or grilled chicken.""
Term: food
Output: negative


Example 3
Input: ""The food was very good but portions were small.""
Term: food
Output: positive

    
Task:
Input: The nachos were very very good, but the onion bloom felt too greasy and the calamari was soggy.
Prompt: What is the sentiment in the text towards 'calamari'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",correct,"[{""adjective"":""soggy"",""importance"":""1.00""}]","My prediction was based on the description of the calamari as ""soggy,"" which is a negative attribute, indicating a less than desirable quality of the food item. The word ""soggy"" directly influenced the decision, as it conveys a negative sentiment towards the calamari."
317,317,121,317,"Once at the table our waitress managed on two occasions to take 15 minutes bringing drinks to our table, our plates sat uncleared on the table for just as long.",waitress,negative,10492,"Input: ""At our table we didn't get any bread until 30 minutes into the seating, which may I emphasize the waiter took really long to come to our table, about 20 minutes.""
Term: seating
Output: neutral
",0.3164034645714798,1049,"Input: ""The waitress only stopped at our table to take our order and pick up the check.""
Term: waitress
Output: negative
",0.3389049035027922,4274,"Input: ""I only saw one waitress for the entire place, and small as it is, she only came to our table to take our order and take away plates, not once asking us if our food was to our liking.""
Term: waitress
Output: negative
",0.4004228440179307,negative,prompt_single_term_fewshot,"Example 1:
Input: ""At our table we didn't get any bread until 30 minutes into the seating, which may I emphasize the waiter took really long to come to our table, about 20 minutes.""
Term: seating
Output: neutral


Example 2:
Input: ""The waitress only stopped at our table to take our order and pick up the check.""
Term: waitress
Output: negative


Example 3
Input: ""I only saw one waitress for the entire place, and small as it is, she only came to our table to take our order and take away plates, not once asking us if our food was to our liking.""
Term: waitress
Output: negative

    
Task:
Input: Once at the table our waitress managed on two occasions to take 15 minutes bringing drinks to our table, our plates sat uncleared on the table for just as long.
Prompt: What is the sentiment in the text towards 'waitress'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",correct,"[{""adjective"":""15 minutes bringing drinks"",""importance"":""0.40""},
{""adjective"":""plates sat uncleared"",""importance"":""0.40""},
{""adjective"":""just as long"",""importance"":""0.20""}]","The prediction of ""negative"" sentiment towards the term ""waitress"" was influenced by the phrases ""managed on two occasions to take 15 minutes bringing drinks to our table"" and ""our plates sat uncleared on the table for just as long."" These phrases indicate dissatisfaction with the service provided by the waitress, specifically highlighting delays in service and inattention to clearing the table, which are typically viewed unfavorably in the context of dining experiences."
261,261,99,261,"The meat, onions, and cheese were good as was the roll, but I'd go back if I could forego the sauce.",meat,positive,3072,"Input: ""We had a few toro and white tuna sashimi as well as a couple roll like the park avenue (which was not listed on the menu but recommended by the waiter) and the paris match roll.""
Term: menu
Output: neutral
",0.2630088145908743,2655,"Input: ""the steak and chicken fajitahs were good, a bit too much sauce on the meat for my taste.""
Term: chicken fajitahs
Output: positive
",0.2704462573749739,10458,"Input: ""the roll was great as usual but the salmon was old the tuna did not look good at all.""
Term: roll
Output: positive
",0.2891460152174497,positive,prompt_single_term_fewshot,"Example 1:
Input: ""We had a few toro and white tuna sashimi as well as a couple roll like the park avenue (which was not listed on the menu but recommended by the waiter) and the paris match roll.""
Term: menu
Output: neutral


Example 2:
Input: ""the steak and chicken fajitahs were good, a bit too much sauce on the meat for my taste.""
Term: chicken fajitahs
Output: positive


Example 3
Input: ""the roll was great as usual but the salmon was old the tuna did not look good at all.""
Term: roll
Output: positive

    
Task:
Input: The meat, onions, and cheese were good as was the roll, but I'd go back if I could forego the sauce.
Prompt: What is the sentiment in the text towards 'meat'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",correct,"[{""adjective"":""good"",""importance"":""1.0""}]","The prediction of ""positive"" towards the term 'meat' was influenced by the phrase ""The meat, onions, and cheese were good"" in the input text. The word ""good"" directly modifies ""meat,"" indicating a positive sentiment towards it."
315,315,120,315,My bass was even worse - smothered in some kind of tomato sauce that just did not go with fish and the spinach that accompanied the dish was extremely dry and flavorless.,spinach,negative,10686,"Input: ""Fish and tomato sauce both have great flavors and the dishes are under $20.""
Term: Fish and tomato sauce
Output: neutral
",0.2106937796144218,4244,"Input: ""My entree was just some noodles in a butter sauce with no texture or color, except for a little bit of spinach which was more like a garnish.""
Term: entree
Output: neutral
",0.2129072430372431,3944,"Input: ""The lemon goat cheesecake was extremely dry and practically begged for a nice sauce or some fresh fruit.""
Term: lemon goat cheesecake
Output: negative
",0.2168343577608817,negative,prompt_single_term_fewshot,"Example 1:
Input: ""Fish and tomato sauce both have great flavors and the dishes are under $20.""
Term: Fish and tomato sauce
Output: neutral


Example 2:
Input: ""My entree was just some noodles in a butter sauce with no texture or color, except for a little bit of spinach which was more like a garnish.""
Term: entree
Output: neutral


Example 3
Input: ""The lemon goat cheesecake was extremely dry and practically begged for a nice sauce or some fresh fruit.""
Term: lemon goat cheesecake
Output: negative

    
Task:
Input: My bass was even worse - smothered in some kind of tomato sauce that just did not go with fish and the spinach that accompanied the dish was extremely dry and flavorless.
Prompt: What is the sentiment in the text towards 'spinach'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",correct,"[{""adjective"":""extremely dry"",""importance"":""0.6""},{""adjective"":""flavorless"",""importance"":""0.4""}]","The prediction was made based on the description of the spinach as ""extremely dry and flavorless."" These words directly describe the spinach in a negative manner, indicating a clear negative sentiment towards it. The use of ""extremely"" amplifies the negativity of the dryness and lack of flavor, making the sentiment strongly negative."
