Unnamed: 0.1,Unnamed: 0,text_id,term_id,text,term,polarity,example1_term_id,example1_prompt,example2_term_id,example2_prompt,example3_term_id,example3_prompt,polarity_pred,prompt_name,prompt,error,structured_analysis,unstructured_analysis
154,154,60,154,"We had no problems with our resevations and found the service and the meal well worth a wait, had we run into one.",meal,neutral,0,"Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative
",3,"Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral
",9,"Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive
",positive,prompt_single_term_fewshot,"Example 1:
Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative


Example 2:
Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral


Example 3
Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive

    
Task:
Input: We had no problems with our resevations and found the service and the meal well worth a wait, had we run into one.
Prompt: What is the sentiment in the text towards 'meal'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",error,"[
{""word"":""worth a wait"",""importance"":""0.7""},
{""word"":""well"",""importance"":""0.3""}
]","I made the prediction based on the positive sentiment expressed towards the service and the overall experience in the text. The words ""no problems,"" ""well worth a wait,"" and ""found the service and the meal"" indicate a positive sentiment towards the meal."
96,96,36,96,"While waiting for a table, tried to get a drink from a bartender who seemed more interested in arguing with his waiters.",drink,neutral,0,"Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative
",3,"Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral
",9,"Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive
",negative,prompt_single_term_fewshot,"Example 1:
Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative


Example 2:
Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral


Example 3
Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive

    
Task:
Input: While waiting for a table, tried to get a drink from a bartender who seemed more interested in arguing with his waiters.
Prompt: What is the sentiment in the text towards 'drink'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",error,"[
{""bartender"": ""0.6""},
{""arguing"": ""0.4""}
]","I made the prediction based on the negative sentiment expressed towards the bartender in the text. The words ""arguing with his waiters"" indicate a negative interaction, suggesting a negative sentiment towards getting a drink from the bartender."
407,407,155,407,"Anyway, I went down on a Wednesday night to see if they had a long wait and the hostess said they had a table to accomodate my party.",table,neutral,0,"Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative
",3,"Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral
",9,"Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive
",positive,prompt_single_term_fewshot,"Example 1:
Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative


Example 2:
Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral


Example 3
Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive

    
Task:
Input: Anyway, I went down on a Wednesday night to see if they had a long wait and the hostess said they had a table to accomodate my party.
Prompt: What is the sentiment in the text towards 'table'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",error,"[{""Wednesday night"": ""0.40""}, {""accommodate"": ""0.60""}]","I made the prediction based on the positive sentiment expressed towards the availability of a table to accommodate the party on a Wednesday night. The words ""had a table to accommodate my party"" indicate a positive sentiment towards the table."
300,300,116,300,"From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.",beginning appetizers,neutral,0,"Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative
",3,"Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral
",9,"Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive
",positive,prompt_single_term_fewshot,"Example 1:
Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative


Example 2:
Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral


Example 3
Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive

    
Task:
Input: From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.
Prompt: What is the sentiment in the text towards 'beginning appetizers'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",error,"[
{""word"":""incredible"",""importance"":""0.50""},
{""word"":""delighted"",""importance"":""0.50""}
]","I made my prediction based on the positive words used to describe the appetizers, such as ""incredible"" and ""delighted."" These words indicate a positive sentiment towards the beginning appetizers in the text."
236,236,89,236,The Scene Hunky waiters dub diners darling and it sounds like they mean it.,waiters,negative,0,"Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative
",3,"Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral
",9,"Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive
",positive,prompt_single_term_fewshot,"Example 1:
Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative


Example 2:
Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral


Example 3
Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive

    
Task:
Input: The Scene Hunky waiters dub diners darling and it sounds like they mean it.
Prompt: What is the sentiment in the text towards 'waiters'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",error,"[
{""waiters"": ""0.70""},
{""diners darling"": ""0.30""}
]","I made the prediction based on the positive language used in the text, such as ""Hunky waiters,"" ""dub diners darling,"" and ""sounds like they mean it."" These phrases indicate a positive sentiment towards the waiters."
200,200,77,200,"The only dishes that were good were the chicken kebob (not hard to make) and the desserts, which were rice pudding.",desserts,negative,0,"Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative
",3,"Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral
",9,"Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive
",positive,prompt_single_term_fewshot,"Example 1:
Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative


Example 2:
Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral


Example 3
Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive

    
Task:
Input: The only dishes that were good were the chicken kebob (not hard to make) and the desserts, which were rice pudding.
Prompt: What is the sentiment in the text towards 'desserts'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",error,"[
{""good"": ""0.50""},
{""desserts"": ""0.50""}
]","I made the prediction based on the positive sentiment expressed towards the desserts in the text. The phrase ""the desserts, which were rice pudding"" indicates a positive sentiment towards the desserts, leading to the classification of the sentiment as positive."
14,14,5,14,"After being seated took our waiter 10 mintues to get us a menu, 15 minutes to come back for our order, by the time we finally got our food it was almost 1 1/2 hour since getting there.",menu,neutral,0,"Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative
",3,"Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral
",9,"Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive
",negative,prompt_single_term_fewshot,"Example 1:
Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative


Example 2:
Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral


Example 3
Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive

    
Task:
Input: After being seated took our waiter 10 mintues to get us a menu, 15 minutes to come back for our order, by the time we finally got our food it was almost 1 1/2 hour since getting there.
Prompt: What is the sentiment in the text towards 'menu'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",error,"[
{""waiter"": ""0.40""},
{""menu"": ""0.60""}
]","I made the prediction based on the delays in service mentioned in the text, such as ""took our waiter 10 minutes to get us a menu"" and ""15 minutes to come back for our order."" These delays indicate a negative sentiment towards the term 'menu.'"
355,355,135,355,"The waitress was no where to be found at all throughout the course of the meal, did not refill a single drink nor did she bother to inquire about my satisfaction with the food or even bring the check at the conclusion of the meal.",single drink,neutral,0,"Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative
",3,"Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral
",9,"Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive
",negative,prompt_single_term_fewshot,"Example 1:
Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative


Example 2:
Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral


Example 3
Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive

    
Task:
Input: The waitress was no where to be found at all throughout the course of the meal, did not refill a single drink nor did she bother to inquire about my satisfaction with the food or even bring the check at the conclusion of the meal.
Prompt: What is the sentiment in the text towards 'single drink'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",error,"[
{""word"":""nowhere to be found"",""importance"":""0.30""},
{""word"":""did not refill"",""importance"":""0.30""},
{""word"":""did not inquire"",""importance"":""0.20""},
{""word"":""did not bring"",""importance"":""0.20""}
]","I made the prediction based on the negative sentiment expressed towards the waitress in the text. The phrases ""no where to be found,"" ""did not refill a single drink,"" and ""nor did she bother to inquire about my satisfaction"" all convey a negative tone towards the service related to the term ""single drink."""
370,370,140,370,"While the staff was kind and attentive, our waiter never once broke a smile, even when I told him it was my friend's birthday, although he did bring a dessert with a candle at the end of the meal.",candle,neutral,0,"Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative
",3,"Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral
",9,"Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive
",positive,prompt_single_term_fewshot,"Example 1:
Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative


Example 2:
Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral


Example 3
Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive

    
Task:
Input: While the staff was kind and attentive, our waiter never once broke a smile, even when I told him it was my friend's birthday, although he did bring a dessert with a candle at the end of the meal.
Prompt: What is the sentiment in the text towards 'candle'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",error,"[
{""kind and attentive"":""0.30""},
{""never broke a smile"":""0.20""},
{""brought a dessert with a candle"":""0.50""}
]","I made the prediction based on the positive sentiment expressed towards the waiter bringing a dessert with a candle at the end of the meal. The phrase ""bring a dessert with a candle"" indicates a positive gesture, leading to the overall sentiment towards ""candle"" being positive."
392,392,149,392,They also have a great deal of 2 cheese slices and a drink for $3.,drink,neutral,0,"Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative
",3,"Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral
",9,"Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive
",positive,prompt_single_term_fewshot,"Example 1:
Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative


Example 2:
Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral


Example 3
Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive

    
Task:
Input: They also have a great deal of 2 cheese slices and a drink for $3.
Prompt: What is the sentiment in the text towards 'drink'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",error,"[{""great"": ""0.50""}, {""deal"": ""0.30""}, {""drink"": ""0.20""}]","I made the prediction based on the positive sentiment conveyed towards the deal in the text, indicating a positive association with the 'drink'. The phrase ""great deal"" and the mention of the price being $3 were key factors influencing the decision."
33,33,11,33,"While dining on a delicate lamb carpaccio, and grilled skate wing, the owner explained that due to low lunch-time patronage, they may be discontinuing lunch altogether.",dining,neutral,0,"Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative
",3,"Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral
",9,"Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive
",positive,prompt_single_term_fewshot,"Example 1:
Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative


Example 2:
Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral


Example 3
Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive

    
Task:
Input: While dining on a delicate lamb carpaccio, and grilled skate wing, the owner explained that due to low lunch-time patronage, they may be discontinuing lunch altogether.
Prompt: What is the sentiment in the text towards 'dining'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",error,"[
{""delicate lamb carpaccio"": ""0.40""},
{""grilled skate wing"": ""0.40""},
{""explained"": ""0.20""}
]","I made the prediction based on the positive words used in the text such as ""delicate,"" ""explained,"" and ""owner."" These words convey a positive sentiment towards the dining experience mentioned in the text."
116,116,44,116,"We politely asked our server for the regular menu, but were told that for large parties they could only offer us the banquet menu (would have gone elsewhere had we known).",banquet menu,neutral,0,"Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative
",3,"Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral
",9,"Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive
",negative,prompt_single_term_fewshot,"Example 1:
Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative


Example 2:
Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral


Example 3
Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive

    
Task:
Input: We politely asked our server for the regular menu, but were told that for large parties they could only offer us the banquet menu (would have gone elsewhere had we known).
Prompt: What is the sentiment in the text towards 'banquet menu'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",error,"[
{""banquet menu"": ""0.70""},
{""large parties"": ""0.30""}
]","I made the prediction based on the negative sentiment expressed towards the banquet menu due to the disappointment of not being able to order from the regular menu as desired. The words ""told,"" ""large parties,"" ""only offer,"" and ""had we known"" indicated a sense of dissatisfaction and frustration, leading to the negative sentiment prediction."
308,308,118,308,"I love Chinese food and have been looking for the alternative to the greasy stuff on every corner of New York- ya, you know, the stinky take-out joints that leave you smelling like dinner for 100 for the rest of the night!",stuff,positive,0,"Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative
",3,"Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral
",9,"Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive
",negative,prompt_single_term_fewshot,"Example 1:
Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative


Example 2:
Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral


Example 3
Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive

    
Task:
Input: I love Chinese food and have been looking for the alternative to the greasy stuff on every corner of New York- ya, you know, the stinky take-out joints that leave you smelling like dinner for 100 for the rest of the night!
Prompt: What is the sentiment in the text towards 'stuff'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",error,"[
{""greasy"": ""0.40""},
{""stinky"": ""0.30""},
{""smelling like dinner for 100"": ""0.30""}
]","I made the prediction based on the negative connotations associated with the words ""greasy stuff"" and ""stinky take-out joints"" in the text. These words imply a negative sentiment towards the term ""stuff."""
361,361,137,361,"The food is decent, average bistro food, the decor is nice, but the service is poor, the waiters always seems to have to many tables andcant keep up with a good services.",waiters,positive,0,"Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative
",3,"Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral
",9,"Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive
",negative,prompt_single_term_fewshot,"Example 1:
Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative


Example 2:
Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral


Example 3
Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive

    
Task:
Input: The food is decent, average bistro food, the decor is nice, but the service is poor, the waiters always seems to have to many tables andcant keep up with a good services.
Prompt: What is the sentiment in the text towards 'waiters'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",error,"[
{""word"":""poor"",""importance"":""0.4""},
{""word"":""too many tables"",""importance"":""0.3""},
{""word"":""can't keep up"",""importance"":""0.3""}
]","I made the prediction based on the negative sentiment expressed towards the waiters in the text. The phrases ""poor service,"" ""waiters always seem to have too many tables,"" and ""can't keep up with good service"" indicate dissatisfaction with the waiters' performance, leading to a negative sentiment."
58,58,20,58,There were a lot of scensters who couldnt afford dinner hanging in the waiting area so we got bumped around a lot.,waiting area,neutral,0,"Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative
",3,"Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral
",9,"Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive
",negative,prompt_single_term_fewshot,"Example 1:
Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative


Example 2:
Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral


Example 3
Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive

    
Task:
Input: There were a lot of scensters who couldnt afford dinner hanging in the waiting area so we got bumped around a lot.
Prompt: What is the sentiment in the text towards 'waiting area'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",error,"[{""waiting area"":""0.70""}, {""scensters"":""0.30""}]","I made the prediction based on the negative sentiment expressed towards the waiting area in the text. The words ""scensters who couldn't afford dinner,"" ""hanging in the waiting area,"" and ""got bumped around a lot"" indicated a negative experience associated with the waiting area."
273,273,104,273,"Food was average, the appetizers were better than the main courses.",main courses,neutral,0,"Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative
",3,"Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral
",9,"Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive
",negative,prompt_single_term_fewshot,"Example 1:
Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative


Example 2:
Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral


Example 3
Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive

    
Task:
Input: Food was average, the appetizers were better than the main courses.
Prompt: What is the sentiment in the text towards 'main courses'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",error,"[
{""word"":""average"",""importance"":""0.6""},
{""word"":""better"",""importance"":""0.4""}
]","I made the prediction based on the comparison between the main courses and the appetizers, where the appetizers were described as better. This comparison indicates a negative sentiment towards the main courses."
201,201,77,201,"The only dishes that were good were the chicken kebob (not hard to make) and the desserts, which were rice pudding.",rice pudding,neutral,0,"Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative
",3,"Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral
",9,"Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive
",positive,prompt_single_term_fewshot,"Example 1:
Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative


Example 2:
Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral


Example 3
Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive

    
Task:
Input: The only dishes that were good were the chicken kebob (not hard to make) and the desserts, which were rice pudding.
Prompt: What is the sentiment in the text towards 'rice pudding'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",error,"[{""good"": ""0.50""}, {""desserts"": ""0.30""}, {""rice pudding"": ""0.20""}]","I made the prediction based on the positive sentiment expressed towards the desserts in the text, specifically mentioning that the desserts, including rice pudding, were good. This positive sentiment towards rice pudding influenced my decision to classify it as ""positive."""
376,376,143,376,"The Food This isn't for those on a budget, but portions are generous.",Food,negative,0,"Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative
",3,"Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral
",9,"Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive
",positive,prompt_single_term_fewshot,"Example 1:
Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative


Example 2:
Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral


Example 3
Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive

    
Task:
Input: The Food This isn't for those on a budget, but portions are generous.
Prompt: What is the sentiment in the text towards 'Food'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",error,"[{""generous"":""1.0""}]","I made the prediction based on the positive sentiment conveyed towards the food in the text. The words ""generous portions"" indicate a positive sentiment towards the food, leading to the classification of the sentiment as positive."
3,3,0,3,"Amusing details distinguish desserts, from dulce de leche ice-cream profiteroles dotting a chocolate sauce tic-tac-toe board, to coconut custard surrounded by a sea of Malibu-rum gelee and poached pineapple.",poached pineapple,neutral,0,"Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative
",3,"Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral
",9,"Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive
",positive,prompt_single_term_fewshot,"Example 1:
Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative


Example 2:
Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral


Example 3
Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive

    
Task:
Input: Amusing details distinguish desserts, from dulce de leche ice-cream profiteroles dotting a chocolate sauce tic-tac-toe board, to coconut custard surrounded by a sea of Malibu-rum gelee and poached pineapple.
Prompt: What is the sentiment in the text towards 'poached pineapple'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",error,"[
{""dulce de leche ice-cream profiteroles"": ""0.30""},
{""coconut custard"": ""0.30""},
{""Malibu-rum gelee"": ""0.30""},
{""poached pineapple"": ""0.10""}
]","I made my prediction based on the positive descriptions used for the desserts, such as ""amusing details distinguish,"" ""dulce de leche ice-cream profiteroles,"" ""coconut custard surrounded by a sea of Malibu-rum gelee,"" and ""poached pineapple."" These positive and elaborate descriptions indicate a favorable sentiment towards the ""poached pineapple."""
431,431,163,431,People will literally spend their entire lunch break waiting and for what - an average fastfood burger.,lunch,neutral,0,"Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative
",3,"Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral
",9,"Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive
",negative,prompt_single_term_fewshot,"Example 1:
Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative


Example 2:
Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral


Example 3
Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive

    
Task:
Input: People will literally spend their entire lunch break waiting and for what - an average fastfood burger.
Prompt: What is the sentiment in the text towards 'lunch'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",error,"[
{""lunch"":""0.70""},
{""average"":""0.30""}
]","I made the prediction based on the negative sentiment expressed towards the fastfood burger, which implies a negative association with the overall lunch experience. The words ""entire lunch break waiting"" and ""average fastfood burger"" had a high influence on my decision."
17,17,6,17,The eggplant parmasean was AWESOME (I don't even like eggplant) but my main course was just ok (shrimp with pasta).,main course,neutral,0,"Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative
",3,"Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral
",9,"Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive
",negative,prompt_single_term_fewshot,"Example 1:
Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative


Example 2:
Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral


Example 3
Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive

    
Task:
Input: The eggplant parmasean was AWESOME (I don't even like eggplant) but my main course was just ok (shrimp with pasta).
Prompt: What is the sentiment in the text towards 'main course'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",error,"[{""awesome"":""0.30""},
{""just ok"":""0.70""}]","I made the prediction based on the phrase ""just ok"" used to describe the main course, indicating a neutral to slightly negative sentiment towards it."
388,388,147,388,"Mac cheese is nothing to write home about; the beet salad is boring, mostly lettuce; tuna sandwhich - boring, mostly mayo; the french fries looked re-fried and were cold; the excellent pork sandwich came on one of those supermarket hot-dog buns.",tuna sandwhich,neutral,0,"Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative
",3,"Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral
",9,"Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive
",negative,prompt_single_term_fewshot,"Example 1:
Input: ""The decor is not special at all but their food and amazing prices make up for it.""
Term: decor
Output: negative


Example 2:
Input: ""when tables opened up, the manager sat another party before us.""
Term: tables
Output: neutral


Example 3
Input: ""service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.""
Term: service
Output: positive

    
Task:
Input: Mac cheese is nothing to write home about; the beet salad is boring, mostly lettuce; tuna sandwhich - boring, mostly mayo; the french fries looked re-fried and were cold; the excellent pork sandwich came on one of those supermarket hot-dog buns.
Prompt: What is the sentiment in the text towards 'tuna sandwhich'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",error,"[
{""word"":""boring"",""importance"":""0.40""},
{""word"":""mostly mayo"",""importance"":""0.30""},
{""word"":""tuna sandwich"",""importance"":""0.30""}
]","I made the prediction based on the negative descriptions associated with the ""tuna sandwich"" in the text, such as ""boring, mostly mayo."" These words indicate a negative sentiment towards the tuna sandwich."
