,Unnamed: 0,text_id,term_id,text,term,polarity,example1_term_id,example1_prompt,example1_sim_score,example2_term_id,example2_prompt,example2_sim_score,example3_term_id,example3_prompt,example3_sim_score,polarity_pred,prompt_name,prompt
269,269,102,269,"about 10 minutes apart each, so we were all eating cold eggs by the time we got our food.",food,neutral,8605,"Input: ""The staff were all partying with each other at the bar, so even though we were the only ones there for food, it took 15 minutes to get menus.""
Terms: 
'staff'
'bar'
'menus'

Output: {""term_sentiments"": [[""staff"", ""negative""], [""bar"", ""neutral""], [""menus"", ""neutral""]]}
",0.258910398690463,6787,"Input: ""We got the cold appetizer sampler and the dish was FULL of food, all for $12.""
Terms: 
'dish'
'food'

Output: {""term_sentiments"": [[""dish"", ""neutral""], [""food"", ""positive""]]}
",0.2769619567148,130,"Input: ""The beginning of the meal wasnt bad, the hostess was very nice, we got our drinks about every 10 minutes and the appetizers we good.""
Terms: 
'hostess'
'drinks'

Output: {""term_sentiments"": [[""hostess"", ""positive""], [""drinks"", ""neutral""]]}
",0.2941382444193589,negative,prompt_multi_term_fewshot,"Example 1:
Input: ""The staff were all partying with each other at the bar, so even though we were the only ones there for food, it took 15 minutes to get menus.""
Terms: 
'staff'
'bar'
'menus'

Output: {""term_sentiments"": [[""staff"", ""negative""], [""bar"", ""neutral""], [""menus"", ""neutral""]]}


Example 2:
Input: ""We got the cold appetizer sampler and the dish was FULL of food, all for $12.""
Terms: 
'dish'
'food'

Output: {""term_sentiments"": [[""dish"", ""neutral""], [""food"", ""positive""]]}


Example 3
Input: ""The beginning of the meal wasnt bad, the hostess was very nice, we got our drinks about every 10 minutes and the appetizers we good.""
Terms: 
'hostess'
'drinks'

Output: {""term_sentiments"": [[""hostess"", ""positive""], [""drinks"", ""neutral""]]}

    
Task:
Input: about 10 minutes apart each, so we were all eating cold eggs by the time we got our food.
Terms: 
'eggs'
'food'

Prompt: Analyze the sentiment of specific terms mentioned in a sentence. 
You are required to evaluate whether the sentiment towards each term is 'positive', 'negative', or 'neutral'. 
Return the final result as JSON in the format {""term_sentiments"": ""<a list of [term, sentiment] pairs>""}.
ONLY return the JSON."
270,270,103,270,"After our meal,the manager, even took some of his time to sit with us and give us a lesson in Sake 101.",meal,neutral,509,"Input: ""they waited to get us water after they took our food orders, which took the waitstaff a long time to do.""
Terms: 
'food'
'waitstaff'

Output: {""term_sentiments"": [[""food"", ""neutral""], [""waitstaff"", ""negative""]]}
",0.2769351189229633,9843,"Input: ""After our waitress brought us menus took our drink orders, a diff hostess came over asked us to give up our table.""
Terms: 
'waitress'
'drink'
'hostess'
'table'

Output: {""term_sentiments"": [[""waitress"", ""neutral""], [""drink"", ""neutral""], [""hostess"", ""negative""], [""table"", ""negative""]]}
",0.3123699822127094,3124,"Input: ""The snooty manager asked us to leave and gave us our check in the middle of our meal.""
Terms: 
'manager'
'meal'

Output: {""term_sentiments"": [[""manager"", ""negative""], [""meal"", ""neutral""]]}
",0.3207646914359496,neutral,prompt_multi_term_fewshot,"Example 1:
Input: ""they waited to get us water after they took our food orders, which took the waitstaff a long time to do.""
Terms: 
'food'
'waitstaff'

Output: {""term_sentiments"": [[""food"", ""neutral""], [""waitstaff"", ""negative""]]}


Example 2:
Input: ""After our waitress brought us menus took our drink orders, a diff hostess came over asked us to give up our table.""
Terms: 
'waitress'
'drink'
'hostess'
'table'

Output: {""term_sentiments"": [[""waitress"", ""neutral""], [""drink"", ""neutral""], [""hostess"", ""negative""], [""table"", ""negative""]]}


Example 3
Input: ""The snooty manager asked us to leave and gave us our check in the middle of our meal.""
Terms: 
'manager'
'meal'

Output: {""term_sentiments"": [[""manager"", ""negative""], [""meal"", ""neutral""]]}

    
Task:
Input: After our meal,the manager, even took some of his time to sit with us and give us a lesson in Sake 101.
Terms: 
'meal'
'manager'

Prompt: Analyze the sentiment of specific terms mentioned in a sentence. 
You are required to evaluate whether the sentiment towards each term is 'positive', 'negative', or 'neutral'. 
Return the final result as JSON in the format {""term_sentiments"": ""<a list of [term, sentiment] pairs>""}.
ONLY return the JSON."
271,271,103,271,"After our meal,the manager, even took some of his time to sit with us and give us a lesson in Sake 101.",manager,positive,509,"Input: ""they waited to get us water after they took our food orders, which took the waitstaff a long time to do.""
Terms: 
'food'
'waitstaff'

Output: {""term_sentiments"": [[""food"", ""neutral""], [""waitstaff"", ""negative""]]}
",0.2769351189229633,9843,"Input: ""After our waitress brought us menus took our drink orders, a diff hostess came over asked us to give up our table.""
Terms: 
'waitress'
'drink'
'hostess'
'table'

Output: {""term_sentiments"": [[""waitress"", ""neutral""], [""drink"", ""neutral""], [""hostess"", ""negative""], [""table"", ""negative""]]}
",0.3123699822127094,3124,"Input: ""The snooty manager asked us to leave and gave us our check in the middle of our meal.""
Terms: 
'manager'
'meal'

Output: {""term_sentiments"": [[""manager"", ""negative""], [""meal"", ""neutral""]]}
",0.3207646914359496,positive,prompt_multi_term_fewshot,"Example 1:
Input: ""they waited to get us water after they took our food orders, which took the waitstaff a long time to do.""
Terms: 
'food'
'waitstaff'

Output: {""term_sentiments"": [[""food"", ""neutral""], [""waitstaff"", ""negative""]]}


Example 2:
Input: ""After our waitress brought us menus took our drink orders, a diff hostess came over asked us to give up our table.""
Terms: 
'waitress'
'drink'
'hostess'
'table'

Output: {""term_sentiments"": [[""waitress"", ""neutral""], [""drink"", ""neutral""], [""hostess"", ""negative""], [""table"", ""negative""]]}


Example 3
Input: ""The snooty manager asked us to leave and gave us our check in the middle of our meal.""
Terms: 
'manager'
'meal'

Output: {""term_sentiments"": [[""manager"", ""negative""], [""meal"", ""neutral""]]}

    
Task:
Input: After our meal,the manager, even took some of his time to sit with us and give us a lesson in Sake 101.
Terms: 
'meal'
'manager'

Prompt: Analyze the sentiment of specific terms mentioned in a sentence. 
You are required to evaluate whether the sentiment towards each term is 'positive', 'negative', or 'neutral'. 
Return the final result as JSON in the format {""term_sentiments"": ""<a list of [term, sentiment] pairs>""}.
ONLY return the JSON."
272,272,104,272,"Food was average, the appetizers were better than the main courses.",appetizers,positive,6030,"Input: ""throughout the whole meal, all I kept thinking was AVERAGE, AVERAGE, AVERAGE until the bill came, which was a little more than average,to say the least.""
Terms: 
'meal'
'bill'

Output: {""term_sentiments"": [[""meal"", ""neutral""], [""bill"", ""negative""]]}
",0.3603584809505,545,"Input: ""Our appetizers arrived soon after, and a few minutes later were followed by our main courses.""
Terms: 
'appetizers'
'courses'

Output: {""term_sentiments"": [[""appetizers"", ""positive""], [""courses"", ""neutral""]]}
",0.3780642701889982,9708,"Input: ""while I think the menu could use better appetizers all of the main courses are DELICIOUS- also the service is so much better than the ratings.""
Terms: 
'menu'
'appetizers'
'ratings'

Output: {""term_sentiments"": [[""menu"", ""neutral""], [""appetizers"", ""neutral""], [""ratings"", ""positive""]]}
",0.5100647709113989,positive,prompt_multi_term_fewshot,"Example 1:
Input: ""throughout the whole meal, all I kept thinking was AVERAGE, AVERAGE, AVERAGE until the bill came, which was a little more than average,to say the least.""
Terms: 
'meal'
'bill'

Output: {""term_sentiments"": [[""meal"", ""neutral""], [""bill"", ""negative""]]}


Example 2:
Input: ""Our appetizers arrived soon after, and a few minutes later were followed by our main courses.""
Terms: 
'appetizers'
'courses'

Output: {""term_sentiments"": [[""appetizers"", ""positive""], [""courses"", ""neutral""]]}


Example 3
Input: ""while I think the menu could use better appetizers all of the main courses are DELICIOUS- also the service is so much better than the ratings.""
Terms: 
'menu'
'appetizers'
'ratings'

Output: {""term_sentiments"": [[""menu"", ""neutral""], [""appetizers"", ""neutral""], [""ratings"", ""positive""]]}

    
Task:
Input: Food was average, the appetizers were better than the main courses.
Terms: 
'appetizers'
'main courses'

Prompt: Analyze the sentiment of specific terms mentioned in a sentence. 
You are required to evaluate whether the sentiment towards each term is 'positive', 'negative', or 'neutral'. 
Return the final result as JSON in the format {""term_sentiments"": ""<a list of [term, sentiment] pairs>""}.
ONLY return the JSON."
273,273,104,273,"Food was average, the appetizers were better than the main courses.",main courses,neutral,6030,"Input: ""throughout the whole meal, all I kept thinking was AVERAGE, AVERAGE, AVERAGE until the bill came, which was a little more than average,to say the least.""
Terms: 
'meal'
'bill'

Output: {""term_sentiments"": [[""meal"", ""neutral""], [""bill"", ""negative""]]}
",0.3603584809505,545,"Input: ""Our appetizers arrived soon after, and a few minutes later were followed by our main courses.""
Terms: 
'appetizers'
'courses'

Output: {""term_sentiments"": [[""appetizers"", ""positive""], [""courses"", ""neutral""]]}
",0.3780642701889982,9708,"Input: ""while I think the menu could use better appetizers all of the main courses are DELICIOUS- also the service is so much better than the ratings.""
Terms: 
'menu'
'appetizers'
'ratings'

Output: {""term_sentiments"": [[""menu"", ""neutral""], [""appetizers"", ""neutral""], [""ratings"", ""positive""]]}
",0.5100647709113989,negative,prompt_multi_term_fewshot,"Example 1:
Input: ""throughout the whole meal, all I kept thinking was AVERAGE, AVERAGE, AVERAGE until the bill came, which was a little more than average,to say the least.""
Terms: 
'meal'
'bill'

Output: {""term_sentiments"": [[""meal"", ""neutral""], [""bill"", ""negative""]]}


Example 2:
Input: ""Our appetizers arrived soon after, and a few minutes later were followed by our main courses.""
Terms: 
'appetizers'
'courses'

Output: {""term_sentiments"": [[""appetizers"", ""positive""], [""courses"", ""neutral""]]}


Example 3
Input: ""while I think the menu could use better appetizers all of the main courses are DELICIOUS- also the service is so much better than the ratings.""
Terms: 
'menu'
'appetizers'
'ratings'

Output: {""term_sentiments"": [[""menu"", ""neutral""], [""appetizers"", ""neutral""], [""ratings"", ""positive""]]}

    
Task:
Input: Food was average, the appetizers were better than the main courses.
Terms: 
'appetizers'
'main courses'

Prompt: Analyze the sentiment of specific terms mentioned in a sentence. 
You are required to evaluate whether the sentiment towards each term is 'positive', 'negative', or 'neutral'. 
Return the final result as JSON in the format {""term_sentiments"": ""<a list of [term, sentiment] pairs>""}.
ONLY return the JSON."
274,274,105,274,"The Scene Shun Lee Palace is popular with midtown locals, possibly because the upscale room means you can impress a client and have Chinese for lunch at the same time.",Scene,positive,4282,"Input: ""Space gets kind of crowded in there--because it's so popular--but it's worth the wait because the food is very good.""
Terms: 
'Space'
'wait'
'food'

Output: {""term_sentiments"": [[""Space"", ""negative""], [""wait"", ""positive""], [""food"", ""positive""]]}
",0.1778116926186914,7120,"Input: ""This is definitely not a place to come for lunch because you can get the same food from a corner deli at half the price they charge here.""
Terms: 
'lunch'
'price'

Output: {""term_sentiments"": [[""lunch"", ""neutral""], [""price"", ""positive""]]}
",0.1974745595758493,1487,"Input: ""I've never been able to find a lunch place in the midtown with the same quality and service, until now.""
Terms: 
'lunch'
'quality'
'service'

Output: {""term_sentiments"": [[""lunch"", ""neutral""], [""quality"", ""positive""], [""service"", ""positive""]]}
",0.2220277089602166,positive,prompt_multi_term_fewshot,"Example 1:
Input: ""Space gets kind of crowded in there--because it's so popular--but it's worth the wait because the food is very good.""
Terms: 
'Space'
'wait'
'food'

Output: {""term_sentiments"": [[""Space"", ""negative""], [""wait"", ""positive""], [""food"", ""positive""]]}


Example 2:
Input: ""This is definitely not a place to come for lunch because you can get the same food from a corner deli at half the price they charge here.""
Terms: 
'lunch'
'price'

Output: {""term_sentiments"": [[""lunch"", ""neutral""], [""price"", ""positive""]]}


Example 3
Input: ""I've never been able to find a lunch place in the midtown with the same quality and service, until now.""
Terms: 
'lunch'
'quality'
'service'

Output: {""term_sentiments"": [[""lunch"", ""neutral""], [""quality"", ""positive""], [""service"", ""positive""]]}

    
Task:
Input: The Scene Shun Lee Palace is popular with midtown locals, possibly because the upscale room means you can impress a client and have Chinese for lunch at the same time.
Terms: 
'Scene'
'lunch'

Prompt: Analyze the sentiment of specific terms mentioned in a sentence. 
You are required to evaluate whether the sentiment towards each term is 'positive', 'negative', or 'neutral'. 
Return the final result as JSON in the format {""term_sentiments"": ""<a list of [term, sentiment] pairs>""}.
ONLY return the JSON."
275,275,105,275,"The Scene Shun Lee Palace is popular with midtown locals, possibly because the upscale room means you can impress a client and have Chinese for lunch at the same time.",lunch,neutral,4282,"Input: ""Space gets kind of crowded in there--because it's so popular--but it's worth the wait because the food is very good.""
Terms: 
'Space'
'wait'
'food'

Output: {""term_sentiments"": [[""Space"", ""negative""], [""wait"", ""positive""], [""food"", ""positive""]]}
",0.1778116926186914,7120,"Input: ""This is definitely not a place to come for lunch because you can get the same food from a corner deli at half the price they charge here.""
Terms: 
'lunch'
'price'

Output: {""term_sentiments"": [[""lunch"", ""neutral""], [""price"", ""positive""]]}
",0.1974745595758493,1487,"Input: ""I've never been able to find a lunch place in the midtown with the same quality and service, until now.""
Terms: 
'lunch'
'quality'
'service'

Output: {""term_sentiments"": [[""lunch"", ""neutral""], [""quality"", ""positive""], [""service"", ""positive""]]}
",0.2220277089602166,positive,prompt_multi_term_fewshot,"Example 1:
Input: ""Space gets kind of crowded in there--because it's so popular--but it's worth the wait because the food is very good.""
Terms: 
'Space'
'wait'
'food'

Output: {""term_sentiments"": [[""Space"", ""negative""], [""wait"", ""positive""], [""food"", ""positive""]]}


Example 2:
Input: ""This is definitely not a place to come for lunch because you can get the same food from a corner deli at half the price they charge here.""
Terms: 
'lunch'
'price'

Output: {""term_sentiments"": [[""lunch"", ""neutral""], [""price"", ""positive""]]}


Example 3
Input: ""I've never been able to find a lunch place in the midtown with the same quality and service, until now.""
Terms: 
'lunch'
'quality'
'service'

Output: {""term_sentiments"": [[""lunch"", ""neutral""], [""quality"", ""positive""], [""service"", ""positive""]]}

    
Task:
Input: The Scene Shun Lee Palace is popular with midtown locals, possibly because the upscale room means you can impress a client and have Chinese for lunch at the same time.
Terms: 
'Scene'
'lunch'

Prompt: Analyze the sentiment of specific terms mentioned in a sentence. 
You are required to evaluate whether the sentiment towards each term is 'positive', 'negative', or 'neutral'. 
Return the final result as JSON in the format {""term_sentiments"": ""<a list of [term, sentiment] pairs>""}.
ONLY return the JSON."
276,276,106,276,If you don't want to wait 45 minutes for a table or a long time for service then don't go @ 9pm on a Friday or Saturday night.,table,neutral,4297,"Input: ""The wait time for food can be long, so don't dine here if you're in a hurry.""
Terms: 
'wait time'
'food'

Output: {""term_sentiments"": [[""wait time"", ""negative""], [""food"", ""neutral""]]}
",0.3082296042851271,1725,"Input: ""Don't go if you want a serene environment to go with your sushi.""
Terms: 
'environment'
'sushi'

Output: {""term_sentiments"": [[""environment"", ""positive""], [""sushi"", ""neutral""]]}
",0.3231426835949165,145,"Input: ""Don't go for the decor or the location, go for the food!""
Terms: 
'decor'
'location'
'food'

Output: {""term_sentiments"": [[""decor"", ""negative""], [""location"", ""negative""], [""food"", ""positive""]]}
",0.3632969957939104,negative,prompt_multi_term_fewshot,"Example 1:
Input: ""The wait time for food can be long, so don't dine here if you're in a hurry.""
Terms: 
'wait time'
'food'

Output: {""term_sentiments"": [[""wait time"", ""negative""], [""food"", ""neutral""]]}


Example 2:
Input: ""Don't go if you want a serene environment to go with your sushi.""
Terms: 
'environment'
'sushi'

Output: {""term_sentiments"": [[""environment"", ""positive""], [""sushi"", ""neutral""]]}


Example 3
Input: ""Don't go for the decor or the location, go for the food!""
Terms: 
'decor'
'location'
'food'

Output: {""term_sentiments"": [[""decor"", ""negative""], [""location"", ""negative""], [""food"", ""positive""]]}

    
Task:
Input: If you don't want to wait 45 minutes for a table or a long time for service then don't go @ 9pm on a Friday or Saturday night.
Terms: 
'table'
'service'

Prompt: Analyze the sentiment of specific terms mentioned in a sentence. 
You are required to evaluate whether the sentiment towards each term is 'positive', 'negative', or 'neutral'. 
Return the final result as JSON in the format {""term_sentiments"": ""<a list of [term, sentiment] pairs>""}.
ONLY return the JSON."
277,277,106,277,If you don't want to wait 45 minutes for a table or a long time for service then don't go @ 9pm on a Friday or Saturday night.,service,negative,4297,"Input: ""The wait time for food can be long, so don't dine here if you're in a hurry.""
Terms: 
'wait time'
'food'

Output: {""term_sentiments"": [[""wait time"", ""negative""], [""food"", ""neutral""]]}
",0.3082296042851271,1725,"Input: ""Don't go if you want a serene environment to go with your sushi.""
Terms: 
'environment'
'sushi'

Output: {""term_sentiments"": [[""environment"", ""positive""], [""sushi"", ""neutral""]]}
",0.3231426835949165,145,"Input: ""Don't go for the decor or the location, go for the food!""
Terms: 
'decor'
'location'
'food'

Output: {""term_sentiments"": [[""decor"", ""negative""], [""location"", ""negative""], [""food"", ""positive""]]}
",0.3632969957939104,negative,prompt_multi_term_fewshot,"Example 1:
Input: ""The wait time for food can be long, so don't dine here if you're in a hurry.""
Terms: 
'wait time'
'food'

Output: {""term_sentiments"": [[""wait time"", ""negative""], [""food"", ""neutral""]]}


Example 2:
Input: ""Don't go if you want a serene environment to go with your sushi.""
Terms: 
'environment'
'sushi'

Output: {""term_sentiments"": [[""environment"", ""positive""], [""sushi"", ""neutral""]]}


Example 3
Input: ""Don't go for the decor or the location, go for the food!""
Terms: 
'decor'
'location'
'food'

Output: {""term_sentiments"": [[""decor"", ""negative""], [""location"", ""negative""], [""food"", ""positive""]]}

    
Task:
Input: If you don't want to wait 45 minutes for a table or a long time for service then don't go @ 9pm on a Friday or Saturday night.
Terms: 
'table'
'service'

Prompt: Analyze the sentiment of specific terms mentioned in a sentence. 
You are required to evaluate whether the sentiment towards each term is 'positive', 'negative', or 'neutral'. 
Return the final result as JSON in the format {""term_sentiments"": ""<a list of [term, sentiment] pairs>""}.
ONLY return the JSON."
278,278,107,278,"But on a recent Sunday brunch excursion, I was greeted by a uniformly unfriendly staff - starting with the hostess and extending to foul faced wait staff.",brunch,neutral,9694,"Input: ""The host greeted us warmly and eagerly and the wait staff was just as receptive.""
Terms: 
'host'
'wait staff'

Output: {""term_sentiments"": [[""host"", ""positive""], [""wait staff"", ""negative""]]}
",0.2211436894619912,1571,"Input: ""The wait was not very long and the staff was great.""
Terms: 
'wait'
'staff'

Output: {""term_sentiments"": [[""wait"", ""neutral""], [""staff"", ""positive""]]}
",0.2389726297587398,3363,"Input: ""beside i have to wait long time with my food, waiter service ok but unfriendly.""
Terms: 
'food'
'waiter service'

Output: {""term_sentiments"": [[""food"", ""neutral""], [""waiter service"", ""negative""]]}
",0.2443303703506302,neutral,prompt_multi_term_fewshot,"Example 1:
Input: ""The host greeted us warmly and eagerly and the wait staff was just as receptive.""
Terms: 
'host'
'wait staff'

Output: {""term_sentiments"": [[""host"", ""positive""], [""wait staff"", ""negative""]]}


Example 2:
Input: ""The wait was not very long and the staff was great.""
Terms: 
'wait'
'staff'

Output: {""term_sentiments"": [[""wait"", ""neutral""], [""staff"", ""positive""]]}


Example 3
Input: ""beside i have to wait long time with my food, waiter service ok but unfriendly.""
Terms: 
'food'
'waiter service'

Output: {""term_sentiments"": [[""food"", ""neutral""], [""waiter service"", ""negative""]]}

    
Task:
Input: But on a recent Sunday brunch excursion, I was greeted by a uniformly unfriendly staff - starting with the hostess and extending to foul faced wait staff.
Terms: 
'brunch'
'hostess'
'wait staff'

Prompt: Analyze the sentiment of specific terms mentioned in a sentence. 
You are required to evaluate whether the sentiment towards each term is 'positive', 'negative', or 'neutral'. 
Return the final result as JSON in the format {""term_sentiments"": ""<a list of [term, sentiment] pairs>""}.
ONLY return the JSON."
279,279,107,279,"But on a recent Sunday brunch excursion, I was greeted by a uniformly unfriendly staff - starting with the hostess and extending to foul faced wait staff.",hostess,negative,9694,"Input: ""The host greeted us warmly and eagerly and the wait staff was just as receptive.""
Terms: 
'host'
'wait staff'

Output: {""term_sentiments"": [[""host"", ""positive""], [""wait staff"", ""negative""]]}
",0.2211436894619912,1571,"Input: ""The wait was not very long and the staff was great.""
Terms: 
'wait'
'staff'

Output: {""term_sentiments"": [[""wait"", ""neutral""], [""staff"", ""positive""]]}
",0.2389726297587398,3363,"Input: ""beside i have to wait long time with my food, waiter service ok but unfriendly.""
Terms: 
'food'
'waiter service'

Output: {""term_sentiments"": [[""food"", ""neutral""], [""waiter service"", ""negative""]]}
",0.2443303703506302,negative,prompt_multi_term_fewshot,"Example 1:
Input: ""The host greeted us warmly and eagerly and the wait staff was just as receptive.""
Terms: 
'host'
'wait staff'

Output: {""term_sentiments"": [[""host"", ""positive""], [""wait staff"", ""negative""]]}


Example 2:
Input: ""The wait was not very long and the staff was great.""
Terms: 
'wait'
'staff'

Output: {""term_sentiments"": [[""wait"", ""neutral""], [""staff"", ""positive""]]}


Example 3
Input: ""beside i have to wait long time with my food, waiter service ok but unfriendly.""
Terms: 
'food'
'waiter service'

Output: {""term_sentiments"": [[""food"", ""neutral""], [""waiter service"", ""negative""]]}

    
Task:
Input: But on a recent Sunday brunch excursion, I was greeted by a uniformly unfriendly staff - starting with the hostess and extending to foul faced wait staff.
Terms: 
'brunch'
'hostess'
'wait staff'

Prompt: Analyze the sentiment of specific terms mentioned in a sentence. 
You are required to evaluate whether the sentiment towards each term is 'positive', 'negative', or 'neutral'. 
Return the final result as JSON in the format {""term_sentiments"": ""<a list of [term, sentiment] pairs>""}.
ONLY return the JSON."
280,280,107,280,"But on a recent Sunday brunch excursion, I was greeted by a uniformly unfriendly staff - starting with the hostess and extending to foul faced wait staff.",wait staff,negative,9694,"Input: ""The host greeted us warmly and eagerly and the wait staff was just as receptive.""
Terms: 
'host'
'wait staff'

Output: {""term_sentiments"": [[""host"", ""positive""], [""wait staff"", ""negative""]]}
",0.2211436894619912,1571,"Input: ""The wait was not very long and the staff was great.""
Terms: 
'wait'
'staff'

Output: {""term_sentiments"": [[""wait"", ""neutral""], [""staff"", ""positive""]]}
",0.2389726297587398,3363,"Input: ""beside i have to wait long time with my food, waiter service ok but unfriendly.""
Terms: 
'food'
'waiter service'

Output: {""term_sentiments"": [[""food"", ""neutral""], [""waiter service"", ""negative""]]}
",0.2443303703506302,negative,prompt_multi_term_fewshot,"Example 1:
Input: ""The host greeted us warmly and eagerly and the wait staff was just as receptive.""
Terms: 
'host'
'wait staff'

Output: {""term_sentiments"": [[""host"", ""positive""], [""wait staff"", ""negative""]]}


Example 2:
Input: ""The wait was not very long and the staff was great.""
Terms: 
'wait'
'staff'

Output: {""term_sentiments"": [[""wait"", ""neutral""], [""staff"", ""positive""]]}


Example 3
Input: ""beside i have to wait long time with my food, waiter service ok but unfriendly.""
Terms: 
'food'
'waiter service'

Output: {""term_sentiments"": [[""food"", ""neutral""], [""waiter service"", ""negative""]]}

    
Task:
Input: But on a recent Sunday brunch excursion, I was greeted by a uniformly unfriendly staff - starting with the hostess and extending to foul faced wait staff.
Terms: 
'brunch'
'hostess'
'wait staff'

Prompt: Analyze the sentiment of specific terms mentioned in a sentence. 
You are required to evaluate whether the sentiment towards each term is 'positive', 'negative', or 'neutral'. 
Return the final result as JSON in the format {""term_sentiments"": ""<a list of [term, sentiment] pairs>""}.
ONLY return the JSON."
281,281,108,281,The food was served promptly and was really hot.,food,positive,4713,"Input: ""Trish, our waitress was really great - the food was mediocre.""
Terms: 
'waitress'
'food'

Output: {""term_sentiments"": [[""waitress"", ""positive""], [""food"", ""negative""]]}
",0.2949726987875363,1058,"Input: ""my table of four was not totaly neglected, but there was a lag in how promptly we were being served.""
Terms: 
'table'
'served'

Output: {""term_sentiments"": [[""table"", ""negative""], [""served"", ""positive""]]}
",0.3046663094544835,8694,"Input: ""Food was served very promptly, but our wait for drinks was surprisingly long.""
Terms: 
'served'
'wait'
'drinks'

Output: {""term_sentiments"": [[""served"", ""positive""], [""wait"", ""negative""], [""drinks"", ""neutral""]]}
",0.4874837904583788,positive,prompt_multi_term_fewshot,"Example 1:
Input: ""Trish, our waitress was really great - the food was mediocre.""
Terms: 
'waitress'
'food'

Output: {""term_sentiments"": [[""waitress"", ""positive""], [""food"", ""negative""]]}


Example 2:
Input: ""my table of four was not totaly neglected, but there was a lag in how promptly we were being served.""
Terms: 
'table'
'served'

Output: {""term_sentiments"": [[""table"", ""negative""], [""served"", ""positive""]]}


Example 3
Input: ""Food was served very promptly, but our wait for drinks was surprisingly long.""
Terms: 
'served'
'wait'
'drinks'

Output: {""term_sentiments"": [[""served"", ""positive""], [""wait"", ""negative""], [""drinks"", ""neutral""]]}

    
Task:
Input: The food was served promptly and was really hot.
Terms: 
'food'
'served'

Prompt: Analyze the sentiment of specific terms mentioned in a sentence. 
You are required to evaluate whether the sentiment towards each term is 'positive', 'negative', or 'neutral'. 
Return the final result as JSON in the format {""term_sentiments"": ""<a list of [term, sentiment] pairs>""}.
ONLY return the JSON."
282,282,108,282,The food was served promptly and was really hot.,served,neutral,4713,"Input: ""Trish, our waitress was really great - the food was mediocre.""
Terms: 
'waitress'
'food'

Output: {""term_sentiments"": [[""waitress"", ""positive""], [""food"", ""negative""]]}
",0.2949726987875363,1058,"Input: ""my table of four was not totaly neglected, but there was a lag in how promptly we were being served.""
Terms: 
'table'
'served'

Output: {""term_sentiments"": [[""table"", ""negative""], [""served"", ""positive""]]}
",0.3046663094544835,8694,"Input: ""Food was served very promptly, but our wait for drinks was surprisingly long.""
Terms: 
'served'
'wait'
'drinks'

Output: {""term_sentiments"": [[""served"", ""positive""], [""wait"", ""negative""], [""drinks"", ""neutral""]]}
",0.4874837904583788,positive,prompt_multi_term_fewshot,"Example 1:
Input: ""Trish, our waitress was really great - the food was mediocre.""
Terms: 
'waitress'
'food'

Output: {""term_sentiments"": [[""waitress"", ""positive""], [""food"", ""negative""]]}


Example 2:
Input: ""my table of four was not totaly neglected, but there was a lag in how promptly we were being served.""
Terms: 
'table'
'served'

Output: {""term_sentiments"": [[""table"", ""negative""], [""served"", ""positive""]]}


Example 3
Input: ""Food was served very promptly, but our wait for drinks was surprisingly long.""
Terms: 
'served'
'wait'
'drinks'

Output: {""term_sentiments"": [[""served"", ""positive""], [""wait"", ""negative""], [""drinks"", ""neutral""]]}

    
Task:
Input: The food was served promptly and was really hot.
Terms: 
'food'
'served'

Prompt: Analyze the sentiment of specific terms mentioned in a sentence. 
You are required to evaluate whether the sentiment towards each term is 'positive', 'negative', or 'neutral'. 
Return the final result as JSON in the format {""term_sentiments"": ""<a list of [term, sentiment] pairs>""}.
ONLY return the JSON."
