,text_id,term_id,text,term,polarity,polarity_pred,token_weights
66,24,66,"A 3 course-meal took 2 1/2 hours, including 20 - 30 minutes waiting to get the check after dessert.",waiting,negative,negative,"course : -0.011091552786787234, meal : 0.4892785749222883, took : 0.6437041530593963, hours : 0.6242830194547376, including : -0.1545600122530178, 20 : 0.1938669831686861, 30 : 0.3777523338284063, minutes : 0.5152283794026853, waiting : 1.0506336155386296, to : 0.06489666268372277, get : 0.07166725340833979, the : 0.1599567509788442, check : 0.45138332856844576, after : 0.13354266707787985, dessert : -0.08335533494893728"
67,24,67,"A 3 course-meal took 2 1/2 hours, including 20 - 30 minutes waiting to get the check after dessert.",dessert,neutral,neutral,"course : -0.011091552786787234, meal : 0.4892785749222883, took : 0.6437041530593963, hours : 0.6242830194547376, including : -0.1545600122530178, 20 : 0.1938669831686861, 30 : 0.3777523338284063, minutes : 0.5152283794026853, waiting : 1.0506336155386296, to : 0.06489666268372277, get : 0.07166725340833979, the : 0.1599567509788442, check : 0.45138332856844576, after : 0.13354266707787985, dessert : -0.08335533494893728"
68,25,68,Bernard is a great host; it didn't bother me a bit that he recited the entire menu to my wife.,host,positive,negative,"is : 0.7334324566786014, great : -1.2287146505139575, host : -0.16709567353925311, it : 0.25400665821968343, didn : 1.1477547725200592, bother : 0.08471563608121987, me : 0.3166855568174938, bit : 0.8602740774544523, that : 0.09505491397152648, he : -0.23650293816269097, the : 0.1599567509788442, entire : 0.23916246857300358, menu : -0.8412156567032758, to : 0.06489666268372277, my : -0.0024860046636431283, wife : -0.4852247787055558"
69,25,69,Bernard is a great host; it didn't bother me a bit that he recited the entire menu to my wife.,menu,neutral,neutral,"is : 0.7334324566786014, great : -1.2287146505139575, host : -0.16709567353925311, it : 0.25400665821968343, didn : 1.1477547725200592, bother : 0.08471563608121987, me : 0.3166855568174938, bit : 0.8602740774544523, that : 0.09505491397152648, he : -0.23650293816269097, the : 0.1599567509788442, entire : 0.23916246857300358, menu : -0.8412156567032758, to : 0.06489666268372277, my : -0.0024860046636431283, wife : -0.4852247787055558"
70,26,70,Ive had better burgers and fries at the local dinner in my neighborhood: 3 guys dinner on 96th and Madison Avenue.,burgers,positive,positive,"ive : -0.2945337453645926, had : 0.18830730092669362, better : -0.7246821105738327, burgers : 0.07902131496853354, and : -1.4714550858778395, fries : -0.5558873343083162, at : 0.38667932060354876, the : 0.1599567509788442, local : -0.2879918274813361, dinner : 0.06580938608266196, in : 0.17410305733559264, my : -0.0024860046636431283, neighborhood : -0.08768629534502123, guys : 0.37547016293856694, dinner : 0.06580938608266196, on : -0.13037870958757733, 96th : -0.04746188593096019, and : -1.4714550858778395, madison : 0.30808610722773555, avenue : 0.02061568286348702"
71,26,71,Ive had better burgers and fries at the local dinner in my neighborhood: 3 guys dinner on 96th and Madison Avenue.,fries,positive,positive,"ive : -0.2945337453645926, had : 0.18830730092669362, better : -0.7246821105738327, burgers : 0.07902131496853354, and : -1.4714550858778395, fries : -0.5558873343083162, at : 0.38667932060354876, the : 0.1599567509788442, local : -0.2879918274813361, dinner : 0.06580938608266196, in : 0.17410305733559264, my : -0.0024860046636431283, neighborhood : -0.08768629534502123, guys : 0.37547016293856694, dinner : 0.06580938608266196, on : -0.13037870958757733, 96th : -0.04746188593096019, and : -1.4714550858778395, madison : 0.30808610722773555, avenue : 0.02061568286348702"
72,26,72,Ive had better burgers and fries at the local dinner in my neighborhood: 3 guys dinner on 96th and Madison Avenue.,local dinner,neutral,neutral,"ive : -0.2945337453645926, had : 0.18830730092669362, better : -0.7246821105738327, burgers : 0.07902131496853354, and : -1.4714550858778395, fries : -0.5558873343083162, at : 0.38667932060354876, the : 0.1599567509788442, local : -0.2879918274813361, dinner : 0.06580938608266196, in : 0.17410305733559264, my : -0.0024860046636431283, neighborhood : -0.08768629534502123, guys : 0.37547016293856694, dinner : 0.06580938608266196, on : -0.13037870958757733, 96th : -0.04746188593096019, and : -1.4714550858778395, madison : 0.30808610722773555, avenue : 0.02061568286348702"
73,27,73,"We were so excited since I was reading great review of this place, however we were disappointed with the taste of the food.",place,negative,negative,"we : -0.3054258736797305, were : 1.1689934909553437, so : 0.19039592179678827, excited : -0.1948466919451672, since : 0.32267591571811516, was : 0.6756384514067241, reading : 0.10176805524475505, great : -1.2287146505139575, review : -0.21964051388105854, of : -0.6721133239838706, this : 0.3789860937031017, place : 0.11506505080479565, however : 0.7542232863701978, we : -0.3054258736797305, were : 1.1689934909553437, disappointed : 0.5675986152439517, with : -1.066377583521574, the : 0.1599567509788442, taste : 0.7786055364393332, of : -0.6721133239838706, the : 0.1599567509788442, food : 0.7708413724540557"
74,27,74,"We were so excited since I was reading great review of this place, however we were disappointed with the taste of the food.",taste,neutral,negative,"we : -0.3054258736797305, were : 1.1689934909553437, so : 0.19039592179678827, excited : -0.1948466919451672, since : 0.32267591571811516, was : 0.6756384514067241, reading : 0.10176805524475505, great : -1.2287146505139575, review : -0.21964051388105854, of : -0.6721133239838706, this : 0.3789860937031017, place : 0.11506505080479565, however : 0.7542232863701978, we : -0.3054258736797305, were : 1.1689934909553437, disappointed : 0.5675986152439517, with : -1.066377583521574, the : 0.1599567509788442, taste : 0.7786055364393332, of : -0.6721133239838706, the : 0.1599567509788442, food : 0.7708413724540557"
75,27,75,"We were so excited since I was reading great review of this place, however we were disappointed with the taste of the food.",food,positive,positive,"we : -0.3054258736797305, were : 1.1689934909553437, so : 0.19039592179678827, excited : -0.1948466919451672, since : 0.32267591571811516, was : 0.6756384514067241, reading : 0.10176805524475505, great : -1.2287146505139575, review : -0.21964051388105854, of : -0.6721133239838706, this : 0.3789860937031017, place : 0.11506505080479565, however : 0.7542232863701978, we : -0.3054258736797305, were : 1.1689934909553437, disappointed : 0.5675986152439517, with : -1.066377583521574, the : 0.1599567509788442, taste : 0.7786055364393332, of : -0.6721133239838706, the : 0.1599567509788442, food : 0.7708413724540557"
76,28,76,"Also, they upped their prices, so I have their old menu, and was surprised when my bill came to over $5 more than it used to (I know, not a huge deal).",prices,negative,negative,"also : -0.5249775593940902, they : 0.25283930947630323, their : 0.07711885811693396, prices : -0.7043483794044293, so : 0.19039592179678827, have : -0.27437593717006287, their : 0.07711885811693396, old : 0.550232000458387, menu : -0.8412156567032758, and : -1.4714550858778395, was : 0.6756384514067241, surprised : -0.10280441016486609, when : 0.7736131650522035, my : -0.0024860046636431283, bill : 0.22652629920906217, came : 0.3629264328992799, to : 0.06489666268372277, over : 0.494840250165979, more : 0.051931762943816365, than : 0.8885670222495469, it : 0.25400665821968343, used : 0.4853936175257316, to : 0.06489666268372277, know : -0.4893265854637337, not : 2.476956248275856, huge : 0.5305901384033679, deal : 0.7958816518026738"
77,28,77,"Also, they upped their prices, so I have their old menu, and was surprised when my bill came to over $5 more than it used to (I know, not a huge deal).",menu,neutral,neutral,"also : -0.5249775593940902, they : 0.25283930947630323, their : 0.07711885811693396, prices : -0.7043483794044293, so : 0.19039592179678827, have : -0.27437593717006287, their : 0.07711885811693396, old : 0.550232000458387, menu : -0.8412156567032758, and : -1.4714550858778395, was : 0.6756384514067241, surprised : -0.10280441016486609, when : 0.7736131650522035, my : -0.0024860046636431283, bill : 0.22652629920906217, came : 0.3629264328992799, to : 0.06489666268372277, over : 0.494840250165979, more : 0.051931762943816365, than : 0.8885670222495469, it : 0.25400665821968343, used : 0.4853936175257316, to : 0.06489666268372277, know : -0.4893265854637337, not : 2.476956248275856, huge : 0.5305901384033679, deal : 0.7958816518026738"
78,28,78,"Also, they upped their prices, so I have their old menu, and was surprised when my bill came to over $5 more than it used to (I know, not a huge deal).",bill,neutral,negative,"also : -0.5249775593940902, they : 0.25283930947630323, their : 0.07711885811693396, prices : -0.7043483794044293, so : 0.19039592179678827, have : -0.27437593717006287, their : 0.07711885811693396, old : 0.550232000458387, menu : -0.8412156567032758, and : -1.4714550858778395, was : 0.6756384514067241, surprised : -0.10280441016486609, when : 0.7736131650522035, my : -0.0024860046636431283, bill : 0.22652629920906217, came : 0.3629264328992799, to : 0.06489666268372277, over : 0.494840250165979, more : 0.051931762943816365, than : 0.8885670222495469, it : 0.25400665821968343, used : 0.4853936175257316, to : 0.06489666268372277, know : -0.4893265854637337, not : 2.476956248275856, huge : 0.5305901384033679, deal : 0.7958816518026738"
79,29,79,"If people are late, you could lose your reservation and/or the staff does pressure you to start ordering even if your whole party hasnt arrived.",reservation,neutral,neutral,"if : -0.3074812693504518, people : 0.24592846968182022, are : 0.016287442706454363, late : -0.00011967878843389768, you : -0.3419709413939751, could : 0.681126125913976, lose : -0.08259866386472027, your : -0.5968627980424539, reservation : 0.7558420982776508, and : -1.4714550858778395, or : -0.4131856295682637, the : 0.1599567509788442, staff : -0.9159157659545786, does : 0.4638604390294449, you : -0.3419709413939751, to : 0.06489666268372277, start : -0.0706119662565604, ordering : -0.3088539196123357, even : 0.37380635437741094, if : -0.3074812693504518, your : -0.5968627980424539, whole : -0.3692581688059197, party : 0.3740429962934769, arrived : 0.2858881439317368"
80,29,80,"If people are late, you could lose your reservation and/or the staff does pressure you to start ordering even if your whole party hasnt arrived.",staff,negative,positive,"if : -0.3074812693504518, people : 0.24592846968182022, are : 0.016287442706454363, late : -0.00011967878843389768, you : -0.3419709413939751, could : 0.681126125913976, lose : -0.08259866386472027, your : -0.5968627980424539, reservation : 0.7558420982776508, and : -1.4714550858778395, or : -0.4131856295682637, the : 0.1599567509788442, staff : -0.9159157659545786, does : 0.4638604390294449, you : -0.3419709413939751, to : 0.06489666268372277, start : -0.0706119662565604, ordering : -0.3088539196123357, even : 0.37380635437741094, if : -0.3074812693504518, your : -0.5968627980424539, whole : -0.3692581688059197, party : 0.3740429962934769, arrived : 0.2858881439317368"
81,30,81,Seating is usually very prompt but expect a wait at peak times such as Sunday Brunch.,wait,negative,negative,"seating : 0.3675325428085115, is : 0.7334324566786014, usually : -0.1062557069322934, very : -0.43624707566788434, prompt : -0.6274965205746372, but : 2.041756649529249, expect : 0.25968779432838546, wait : -0.6531231529058147, at : 0.38667932060354876, peak : 0.5734344735531197, times : 0.511465566202967, such : 0.3378601576741406, as : -0.17235257237303314, sunday : -0.3937238079301976, brunch : 0.29834038353245285"
82,30,82,Seating is usually very prompt but expect a wait at peak times such as Sunday Brunch.,Brunch,neutral,neutral,"seating : 0.3675325428085115, is : 0.7334324566786014, usually : -0.1062557069322934, very : -0.43624707566788434, prompt : -0.6274965205746372, but : 2.041756649529249, expect : 0.25968779432838546, wait : -0.6531231529058147, at : 0.38667932060354876, peak : 0.5734344735531197, times : 0.511465566202967, such : 0.3378601576741406, as : -0.17235257237303314, sunday : -0.3937238079301976, brunch : 0.29834038353245285"
83,31,83,"Their bagels have the perfect softness to them, but on the outside there's a bit of crispiness to give it a bit of texture.",bagels,positive,neutral,"their : 0.07711885811693396, bagels : -0.16759809310904322, have : -0.27437593717006287, the : 0.1599567509788442, perfect : -0.8283839966382349, to : 0.06489666268372277, them : 0.28104345568005157, but : 2.041756649529249, on : -0.13037870958757733, the : 0.1599567509788442, outside : 0.2625223883805178, there : -0.6327836073639417, bit : 0.8602740774544523, of : -0.6721133239838706, to : 0.06489666268372277, give : 0.15101277984413203, it : 0.25400665821968343, bit : 0.8602740774544523, of : -0.6721133239838706, texture : -0.0237388492037025"
84,31,84,"Their bagels have the perfect softness to them, but on the outside there's a bit of crispiness to give it a bit of texture.",texture,neutral,positive,"their : 0.07711885811693396, bagels : -0.16759809310904322, have : -0.27437593717006287, the : 0.1599567509788442, perfect : -0.8283839966382349, to : 0.06489666268372277, them : 0.28104345568005157, but : 2.041756649529249, on : -0.13037870958757733, the : 0.1599567509788442, outside : 0.2625223883805178, there : -0.6327836073639417, bit : 0.8602740774544523, of : -0.6721133239838706, to : 0.06489666268372277, give : 0.15101277984413203, it : 0.25400665821968343, bit : 0.8602740774544523, of : -0.6721133239838706, texture : -0.0237388492037025"
85,32,85,"Great value for the price-- lunch is an even better value, with entree and appetizer for between $8-10 or so.",price,positive,neutral,"great : -1.2287146505139575, value : -0.707462712250831, for : -0.3734769200685542, the : 0.1599567509788442, price : -0.1324826173118281, lunch : 0.36102575037524276, is : 0.7334324566786014, an : 0.1195060310552104, even : 0.37380635437741094, better : -0.7246821105738327, value : -0.707462712250831, with : -1.066377583521574, entree : -0.2771048959001935, and : -1.4714550858778395, appetizer : -0.5349709557403795, for : -0.3734769200685542, between : 0.4736909693911728, 10 : -0.13353234997652894, or : -0.4131856295682637, so : 0.19039592179678827"
86,32,86,"Great value for the price-- lunch is an even better value, with entree and appetizer for between $8-10 or so.",lunch,positive,neutral,"great : -1.2287146505139575, value : -0.707462712250831, for : -0.3734769200685542, the : 0.1599567509788442, price : -0.1324826173118281, lunch : 0.36102575037524276, is : 0.7334324566786014, an : 0.1195060310552104, even : 0.37380635437741094, better : -0.7246821105738327, value : -0.707462712250831, with : -1.066377583521574, entree : -0.2771048959001935, and : -1.4714550858778395, appetizer : -0.5349709557403795, for : -0.3734769200685542, between : 0.4736909693911728, 10 : -0.13353234997652894, or : -0.4131856295682637, so : 0.19039592179678827"
87,32,87,"Great value for the price-- lunch is an even better value, with entree and appetizer for between $8-10 or so.",appetizer,neutral,neutral,"great : -1.2287146505139575, value : -0.707462712250831, for : -0.3734769200685542, the : 0.1599567509788442, price : -0.1324826173118281, lunch : 0.36102575037524276, is : 0.7334324566786014, an : 0.1195060310552104, even : 0.37380635437741094, better : -0.7246821105738327, value : -0.707462712250831, with : -1.066377583521574, entree : -0.2771048959001935, and : -1.4714550858778395, appetizer : -0.5349709557403795, for : -0.3734769200685542, between : 0.4736909693911728, 10 : -0.13353234997652894, or : -0.4131856295682637, so : 0.19039592179678827"
88,33,88,Ten minutes later the manager relented and dropped off a glass of water with an upturned nose.,manager,negative,negative,"ten : 0.319708552459637, minutes : 0.5152283794026853, later : 0.10754642446385859, the : 0.1599567509788442, manager : -0.15221989383215045, and : -1.4714550858778395, dropped : 0.4793338332963475, off : -0.25571862530760775, glass : 0.3431386614669959, of : -0.6721133239838706, water : 0.7707041602990864, with : -1.066377583521574, an : 0.1195060310552104"
89,33,89,Ten minutes later the manager relented and dropped off a glass of water with an upturned nose.,glass of water,neutral,neutral,"ten : 0.319708552459637, minutes : 0.5152283794026853, later : 0.10754642446385859, the : 0.1599567509788442, manager : -0.15221989383215045, and : -1.4714550858778395, dropped : 0.4793338332963475, off : -0.25571862530760775, glass : 0.3431386614669959, of : -0.6721133239838706, water : 0.7707041602990864, with : -1.066377583521574, an : 0.1195060310552104"
90,34,90,The servers were snobby and got mad at me when I asked if they serve by the slice.,servers,negative,negative,"the : 0.1599567509788442, servers : -0.563542414542689, were : 1.1689934909553437, snobby : 0.17944749795959808, and : -1.4714550858778395, got : 0.5241633336006611, mad : 0.03774846555671849, at : 0.38667932060354876, me : 0.3166855568174938, when : 0.7736131650522035, asked : 0.300045530808483, if : -0.3074812693504518, they : 0.25283930947630323, serve : 0.2946910208183022, by : -0.38154381418577143, the : 0.1599567509788442, slice : 0.35147667254025755"
91,34,91,The servers were snobby and got mad at me when I asked if they serve by the slice.,slice,neutral,neutral,"the : 0.1599567509788442, servers : -0.563542414542689, were : 1.1689934909553437, snobby : 0.17944749795959808, and : -1.4714550858778395, got : 0.5241633336006611, mad : 0.03774846555671849, at : 0.38667932060354876, me : 0.3166855568174938, when : 0.7736131650522035, asked : 0.300045530808483, if : -0.3074812693504518, they : 0.25283930947630323, serve : 0.2946910208183022, by : -0.38154381418577143, the : 0.1599567509788442, slice : 0.35147667254025755"
92,35,92,The manager claimed that he could not compensate us for anything on the bill which just shows the lack of sophistication from the entire group.,manager,neutral,negative,"the : 0.1599567509788442, manager : -0.15221989383215045, claimed : 0.19308604339801377, that : 0.09505491397152648, he : -0.23650293816269097, could : 0.681126125913976, not : 2.476956248275856, compensate : 0.2211589056550115, us : -0.07882380616122509, for : -0.3734769200685542, anything : 0.17925827400130512, on : -0.13037870958757733, the : 0.1599567509788442, bill : 0.22652629920906217, which : -0.32382624440112534, just : 0.16895411391100815, shows : -0.17279825996669754, the : 0.1599567509788442, lack : 0.9034620299366335, of : -0.6721133239838706, from : -0.5657247889759164, the : 0.1599567509788442, entire : 0.23916246857300358, group : 0.1479722273896997"
93,35,93,The manager claimed that he could not compensate us for anything on the bill which just shows the lack of sophistication from the entire group.,bill,negative,neutral,"the : 0.1599567509788442, manager : -0.15221989383215045, claimed : 0.19308604339801377, that : 0.09505491397152648, he : -0.23650293816269097, could : 0.681126125913976, not : 2.476956248275856, compensate : 0.2211589056550115, us : -0.07882380616122509, for : -0.3734769200685542, anything : 0.17925827400130512, on : -0.13037870958757733, the : 0.1599567509788442, bill : 0.22652629920906217, which : -0.32382624440112534, just : 0.16895411391100815, shows : -0.17279825996669754, the : 0.1599567509788442, lack : 0.9034620299366335, of : -0.6721133239838706, from : -0.5657247889759164, the : 0.1599567509788442, entire : 0.23916246857300358, group : 0.1479722273896997"
94,36,94,"While waiting for a table, tried to get a drink from a bartender who seemed more interested in arguing with his waiters.",waiting,neutral,neutral,"while : 0.41545485299894824, waiting : 1.0506336155386296, for : -0.3734769200685542, table : -0.0694763892292324, tried : 0.6838707144708989, to : 0.06489666268372277, get : 0.07166725340833979, drink : 0.5264944884532687, from : -0.5657247889759164, bartender : -0.555724901690146, who : 0.15378982172690742, seemed : 0.5442120474649235, more : 0.051931762943816365, interested : -0.11932559476118781, in : 0.17410305733559264, arguing : 0.26111631809613756, with : -1.066377583521574, his : -0.08952200287059758, waiters : -0.5471935133391282"
95,36,95,"While waiting for a table, tried to get a drink from a bartender who seemed more interested in arguing with his waiters.",table,neutral,neutral,"while : 0.41545485299894824, waiting : 1.0506336155386296, for : -0.3734769200685542, table : -0.0694763892292324, tried : 0.6838707144708989, to : 0.06489666268372277, get : 0.07166725340833979, drink : 0.5264944884532687, from : -0.5657247889759164, bartender : -0.555724901690146, who : 0.15378982172690742, seemed : 0.5442120474649235, more : 0.051931762943816365, interested : -0.11932559476118781, in : 0.17410305733559264, arguing : 0.26111631809613756, with : -1.066377583521574, his : -0.08952200287059758, waiters : -0.5471935133391282"
96,36,96,"While waiting for a table, tried to get a drink from a bartender who seemed more interested in arguing with his waiters.",drink,neutral,neutral,"while : 0.41545485299894824, waiting : 1.0506336155386296, for : -0.3734769200685542, table : -0.0694763892292324, tried : 0.6838707144708989, to : 0.06489666268372277, get : 0.07166725340833979, drink : 0.5264944884532687, from : -0.5657247889759164, bartender : -0.555724901690146, who : 0.15378982172690742, seemed : 0.5442120474649235, more : 0.051931762943816365, interested : -0.11932559476118781, in : 0.17410305733559264, arguing : 0.26111631809613756, with : -1.066377583521574, his : -0.08952200287059758, waiters : -0.5471935133391282"
97,36,97,"While waiting for a table, tried to get a drink from a bartender who seemed more interested in arguing with his waiters.",waiters,negative,negative,"while : 0.41545485299894824, waiting : 1.0506336155386296, for : -0.3734769200685542, table : -0.0694763892292324, tried : 0.6838707144708989, to : 0.06489666268372277, get : 0.07166725340833979, drink : 0.5264944884532687, from : -0.5657247889759164, bartender : -0.555724901690146, who : 0.15378982172690742, seemed : 0.5442120474649235, more : 0.051931762943816365, interested : -0.11932559476118781, in : 0.17410305733559264, arguing : 0.26111631809613756, with : -1.066377583521574, his : -0.08952200287059758, waiters : -0.5471935133391282"
98,37,98,Nice decor - but the place is so crowded and noisy you can't enjoy it.,decor,positive,positive,"nice : -0.7987665848164006, decor : 0.7538227563925262, but : 2.041756649529249, the : 0.1599567509788442, place : 0.11506505080479565, is : 0.7334324566786014, so : 0.19039592179678827, crowded : 0.4684569241250417, and : -1.4714550858778395, noisy : 0.2753608925387328, you : -0.3419709413939751, can : -0.37964990567862, enjoy : -0.3648346701102261, it : 0.25400665821968343"
99,37,99,Nice decor - but the place is so crowded and noisy you can't enjoy it.,place,negative,positive,"nice : -0.7987665848164006, decor : 0.7538227563925262, but : 2.041756649529249, the : 0.1599567509788442, place : 0.11506505080479565, is : 0.7334324566786014, so : 0.19039592179678827, crowded : 0.4684569241250417, and : -1.4714550858778395, noisy : 0.2753608925387328, you : -0.3419709413939751, can : -0.37964990567862, enjoy : -0.3648346701102261, it : 0.25400665821968343"
100,38,100,"So inexcpensive that you'd wonder about the sanity of the owners, if they weren't such good cooks.",owners,neutral,neutral,"so : 0.19039592179678827, that : 0.09505491397152648, you : -0.3419709413939751, wonder : 0.15886806854537505, about : 0.3460576148470281, the : 0.1599567509788442, of : -0.6721133239838706, the : 0.1599567509788442, owners : -0.024766996572466293, if : -0.3074812693504518, they : 0.25283930947630323, weren : 0.9089602006541465, such : 0.3378601576741406, good : -0.9579341139312253, cooks : 0.016024328218013636"
101,38,101,"So inexcpensive that you'd wonder about the sanity of the owners, if they weren't such good cooks.",cooks,positive,neutral,"so : 0.19039592179678827, that : 0.09505491397152648, you : -0.3419709413939751, wonder : 0.15886806854537505, about : 0.3460576148470281, the : 0.1599567509788442, of : -0.6721133239838706, the : 0.1599567509788442, owners : -0.024766996572466293, if : -0.3074812693504518, they : 0.25283930947630323, weren : 0.9089602006541465, such : 0.3378601576741406, good : -0.9579341139312253, cooks : 0.016024328218013636"
102,39,102,We sat at the bar and were constantly bumped by the waitress flying past; had fabulously fresh raw oysters with pieces of shell in every bite; lobsters rolls were tasty but the large pieces of meat were tough; the apple crumble was excellent but the ice cream was over-frozen and the stench of frying oil was nearly unbearable.,bar,neutral,neutral,"we : -0.3054258736797305, sat : -0.589176231750547, at : 0.38667932060354876, the : 0.1599567509788442, bar : -0.797789668046145, and : -1.4714550858778395, were : 1.1689934909553437, constantly : 0.22867450641491496, bumped : 0.09536436784140218, by : -0.38154381418577143, the : 0.1599567509788442, waitress : -0.5058871333312062, past : 0.140114621803534, had : 0.18830730092669362, fabulously : 0.22754495415924578, fresh : -0.4908699710028973, raw : 0.6155228388856304, oysters : -0.22575686792781413, with : -1.066377583521574, pieces : 0.04399226582209217, of : -0.6721133239838706, shell : -0.4028419165821246, in : 0.17410305733559264, every : -0.26551172154725267, bite : -0.043066341959204314, rolls : -0.40919622691935786, were : 1.1689934909553437, tasty : -0.16356249696569158, but : 2.041756649529249, the : 0.1599567509788442, large : -0.5142768833400122, pieces : 0.04399226582209217, of : -0.6721133239838706, meat : 0.2852250259984368, were : 1.1689934909553437, tough : 0.9885029852151546, the : 0.1599567509788442, apple : 0.09400295310428756, was : 0.6756384514067241, excellent : -0.5305111225078755, but : 2.041756649529249, the : 0.1599567509788442, ice : -0.4998306600951552, cream : -0.12930417399686137, was : 0.6756384514067241, over : 0.494840250165979, frozen : 0.69996734225111, and : -1.4714550858778395, the : 0.1599567509788442, of : -0.6721133239838706, oil : -0.012893313276708812, was : 0.6756384514067241, nearly : 0.5660921542701026, unbearable : 0.31391920197690215"
103,39,103,We sat at the bar and were constantly bumped by the waitress flying past; had fabulously fresh raw oysters with pieces of shell in every bite; lobsters rolls were tasty but the large pieces of meat were tough; the apple crumble was excellent but the ice cream was over-frozen and the stench of frying oil was nearly unbearable.,waitress,negative,negative,"we : -0.3054258736797305, sat : -0.589176231750547, at : 0.38667932060354876, the : 0.1599567509788442, bar : -0.797789668046145, and : -1.4714550858778395, were : 1.1689934909553437, constantly : 0.22867450641491496, bumped : 0.09536436784140218, by : -0.38154381418577143, the : 0.1599567509788442, waitress : -0.5058871333312062, past : 0.140114621803534, had : 0.18830730092669362, fabulously : 0.22754495415924578, fresh : -0.4908699710028973, raw : 0.6155228388856304, oysters : -0.22575686792781413, with : -1.066377583521574, pieces : 0.04399226582209217, of : -0.6721133239838706, shell : -0.4028419165821246, in : 0.17410305733559264, every : -0.26551172154725267, bite : -0.043066341959204314, rolls : -0.40919622691935786, were : 1.1689934909553437, tasty : -0.16356249696569158, but : 2.041756649529249, the : 0.1599567509788442, large : -0.5142768833400122, pieces : 0.04399226582209217, of : -0.6721133239838706, meat : 0.2852250259984368, were : 1.1689934909553437, tough : 0.9885029852151546, the : 0.1599567509788442, apple : 0.09400295310428756, was : 0.6756384514067241, excellent : -0.5305111225078755, but : 2.041756649529249, the : 0.1599567509788442, ice : -0.4998306600951552, cream : -0.12930417399686137, was : 0.6756384514067241, over : 0.494840250165979, frozen : 0.69996734225111, and : -1.4714550858778395, the : 0.1599567509788442, of : -0.6721133239838706, oil : -0.012893313276708812, was : 0.6756384514067241, nearly : 0.5660921542701026, unbearable : 0.31391920197690215"
104,39,104,We sat at the bar and were constantly bumped by the waitress flying past; had fabulously fresh raw oysters with pieces of shell in every bite; lobsters rolls were tasty but the large pieces of meat were tough; the apple crumble was excellent but the ice cream was over-frozen and the stench of frying oil was nearly unbearable.,rolls,positive,negative,"we : -0.3054258736797305, sat : -0.589176231750547, at : 0.38667932060354876, the : 0.1599567509788442, bar : -0.797789668046145, and : -1.4714550858778395, were : 1.1689934909553437, constantly : 0.22867450641491496, bumped : 0.09536436784140218, by : -0.38154381418577143, the : 0.1599567509788442, waitress : -0.5058871333312062, past : 0.140114621803534, had : 0.18830730092669362, fabulously : 0.22754495415924578, fresh : -0.4908699710028973, raw : 0.6155228388856304, oysters : -0.22575686792781413, with : -1.066377583521574, pieces : 0.04399226582209217, of : -0.6721133239838706, shell : -0.4028419165821246, in : 0.17410305733559264, every : -0.26551172154725267, bite : -0.043066341959204314, rolls : -0.40919622691935786, were : 1.1689934909553437, tasty : -0.16356249696569158, but : 2.041756649529249, the : 0.1599567509788442, large : -0.5142768833400122, pieces : 0.04399226582209217, of : -0.6721133239838706, meat : 0.2852250259984368, were : 1.1689934909553437, tough : 0.9885029852151546, the : 0.1599567509788442, apple : 0.09400295310428756, was : 0.6756384514067241, excellent : -0.5305111225078755, but : 2.041756649529249, the : 0.1599567509788442, ice : -0.4998306600951552, cream : -0.12930417399686137, was : 0.6756384514067241, over : 0.494840250165979, frozen : 0.69996734225111, and : -1.4714550858778395, the : 0.1599567509788442, of : -0.6721133239838706, oil : -0.012893313276708812, was : 0.6756384514067241, nearly : 0.5660921542701026, unbearable : 0.31391920197690215"
105,39,105,We sat at the bar and were constantly bumped by the waitress flying past; had fabulously fresh raw oysters with pieces of shell in every bite; lobsters rolls were tasty but the large pieces of meat were tough; the apple crumble was excellent but the ice cream was over-frozen and the stench of frying oil was nearly unbearable.,ice cream,negative,neutral,"we : -0.3054258736797305, sat : -0.589176231750547, at : 0.38667932060354876, the : 0.1599567509788442, bar : -0.797789668046145, and : -1.4714550858778395, were : 1.1689934909553437, constantly : 0.22867450641491496, bumped : 0.09536436784140218, by : -0.38154381418577143, the : 0.1599567509788442, waitress : -0.5058871333312062, past : 0.140114621803534, had : 0.18830730092669362, fabulously : 0.22754495415924578, fresh : -0.4908699710028973, raw : 0.6155228388856304, oysters : -0.22575686792781413, with : -1.066377583521574, pieces : 0.04399226582209217, of : -0.6721133239838706, shell : -0.4028419165821246, in : 0.17410305733559264, every : -0.26551172154725267, bite : -0.043066341959204314, rolls : -0.40919622691935786, were : 1.1689934909553437, tasty : -0.16356249696569158, but : 2.041756649529249, the : 0.1599567509788442, large : -0.5142768833400122, pieces : 0.04399226582209217, of : -0.6721133239838706, meat : 0.2852250259984368, were : 1.1689934909553437, tough : 0.9885029852151546, the : 0.1599567509788442, apple : 0.09400295310428756, was : 0.6756384514067241, excellent : -0.5305111225078755, but : 2.041756649529249, the : 0.1599567509788442, ice : -0.4998306600951552, cream : -0.12930417399686137, was : 0.6756384514067241, over : 0.494840250165979, frozen : 0.69996734225111, and : -1.4714550858778395, the : 0.1599567509788442, of : -0.6721133239838706, oil : -0.012893313276708812, was : 0.6756384514067241, nearly : 0.5660921542701026, unbearable : 0.31391920197690215"
