Unnamed: 0,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,prediction,prompt,prompt_name,model_name,error,analysis
70,Tata New Safari DICOR 2.2 EX 4x2,2009,150000,150000,Diesel,Individual,Manual,Fourth & Above Owner,11.57 kmpl,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm,7.0,300000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Tata New Safari DICOR 2.2 EX 4x2,
year: 2009,
km_driven: 150000,
fuel: Diesel,
seller_type: Individual,
transmission: Manual,
owner: Fourth & Above Owner,
mileage: 11.57 kmpl,
engine: 2179 CC,
max_power: 138.1 bhp,
torque: 320Nm@ 1700-2700rpm,
seats: 7.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,error,Confidence: 85%
71,Mahindra Marazzo M6 8Str,2018,1200000,35000,Diesel,Individual,Manual,First Owner,17.3 kmpl,1497 CC,121 bhp,300Nm@ 1750-2500rpm,8.0,1050000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Mahindra Marazzo M6 8Str,
year: 2018,
km_driven: 35000,
fuel: Diesel,
seller_type: Individual,
transmission: Manual,
owner: First Owner,
mileage: 17.3 kmpl,
engine: 1497 CC,
max_power: 121 bhp,
torque: 300Nm@ 1750-2500rpm,
seats: 8.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 90%
72,Maruti Alto LXi,2011,130000,100000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,150000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Maruti Alto LXi,
year: 2011,
km_driven: 100000,
fuel: Petrol,
seller_type: Individual,
transmission: Manual,
owner: Second Owner,
mileage: 19.7 kmpl,
engine: 796 CC,
max_power: 46.3 bhp,
torque: 62Nm@ 3000rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 85%
73,Toyota Fortuner 4x2 Manual,2014,1380000,150000,Diesel,Individual,Manual,First Owner,13.0 kmpl,2982 CC,168.5 bhp,343Nm@ 1400-3400rpm,7.0,1250000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Toyota Fortuner 4x2 Manual,
year: 2014,
km_driven: 150000,
fuel: Diesel,
seller_type: Individual,
transmission: Manual,
owner: First Owner,
mileage: 13.0 kmpl,
engine: 2982 CC,
max_power: 168.5 bhp,
torque: 343Nm@ 1400-3400rpm,
seats: 7.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 90%
74,Honda Amaze SX i-DTEC,2017,650000,50000,Diesel,Individual,Manual,First Owner,25.8 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0,600000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Honda Amaze SX i-DTEC,
year: 2017,
km_driven: 50000,
fuel: Diesel,
seller_type: Individual,
transmission: Manual,
owner: First Owner,
mileage: 25.8 kmpl,
engine: 1498 CC,
max_power: 98.6 bhp,
torque: 200Nm@ 1750rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 90%
75,BMW X1 sDrive20d M Sport,2011,1075000,42545,Diesel,Dealer,Automatic,First Owner,19.62 kmpl,1998 CC,190 bhp,400nm@ 1750-2500rpm,5.0,800000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: BMW X1 sDrive20d M Sport,
year: 2011,
km_driven: 42545,
fuel: Diesel,
seller_type: Dealer,
transmission: Automatic,
owner: First Owner,
mileage: 19.62 kmpl,
engine: 1998 CC,
max_power: 190 bhp,
torque: 400nm@ 1750-2500rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,error,Confidence: 85%
76,Chevrolet Tavera Neo 3 LS 10 Seats BSIII,2013,454000,120000,Diesel,Individual,Manual,Second Owner,13.58 kmpl,2499 CC,72.4 bhp,171Nm@ 1800rpm,10.0,450000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Chevrolet Tavera Neo 3 LS 10 Seats BSIII,
year: 2013,
km_driven: 120000,
fuel: Diesel,
seller_type: Individual,
transmission: Manual,
owner: Second Owner,
mileage: 13.58 kmpl,
engine: 2499 CC,
max_power: 72.4 bhp,
torque: 171Nm@ 1800rpm,
seats: 10.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 85%
77,Hyundai Grand i10 Magna AT,2019,625000,4337,Petrol,Dealer,Automatic,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0,650000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Hyundai Grand i10 Magna AT,
year: 2019,
km_driven: 4337,
fuel: Petrol,
seller_type: Dealer,
transmission: Automatic,
owner: First Owner,
mileage: 18.9 kmpl,
engine: 1197 CC,
max_power: 82 bhp,
torque: 114Nm@ 4000rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 90%
78,Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8 kmpl,1984 CC,150 bhp,350Nm@ 1500-2750rpm,5.0,2500000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Volvo V40 D3 R-Design,
year: 2018,
km_driven: 2000,
fuel: Diesel,
seller_type: Dealer,
transmission: Automatic,
owner: First Owner,
mileage: 16.8 kmpl,
engine: 1984 CC,
max_power: 150 bhp,
torque: 350Nm@ 1500-2750rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 95%
79,Ford Figo Diesel Titanium,2011,225000,90000,Diesel,Individual,Manual,Second Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5.0,250000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Ford Figo Diesel Titanium,
year: 2011,
km_driven: 90000,
fuel: Diesel,
seller_type: Individual,
transmission: Manual,
owner: Second Owner,
mileage: 20.0 kmpl,
engine: 1399 CC,
max_power: 68 bhp,
torque: 160Nm@ 2000rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 85%
80,Mahindra TUV 300 T8,2016,625000,120000,Diesel,Individual,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7.0,550000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Mahindra TUV 300 T8,
year: 2016,
km_driven: 120000,
fuel: Diesel,
seller_type: Individual,
transmission: Manual,
owner: First Owner,
mileage: 18.49 kmpl,
engine: 1493 CC,
max_power: 100 bhp,
torque: 240Nm@ 1600-2800rpm,
seats: 7.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 90%
81,Hyundai Grand i10 AT Sportz,2014,374000,54043,Petrol,Dealer,Automatic,First Owner,18.9 kmpl,1197 CC,81.86 bhp,113.75Nm@ 4000rpm,5.0,350000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Hyundai Grand i10 AT Sportz,
year: 2014,
km_driven: 54043,
fuel: Petrol,
seller_type: Dealer,
transmission: Automatic,
owner: First Owner,
mileage: 18.9 kmpl,
engine: 1197 CC,
max_power: 81.86 bhp,
torque: 113.75Nm@ 4000rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 85%
82,Toyota Etios GD,2012,450000,148000,Diesel,Individual,Manual,Second Owner,,,,,,300000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Toyota Etios GD,
year: 2012,
km_driven: 148000,
fuel: Diesel,
seller_type: Individual,
transmission: Manual,
owner: Second Owner,
mileage: nan,
engine: nan,
max_power: nan,
torque: nan,
seats: nan

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,error,Confidence: 85%
83,Mahindra Scorpio M2DI,2011,400000,475000,Diesel,Individual,Manual,Third Owner,13.5 kmpl,2179 CC,115 bhp,277.5Nm@ 1700-2200rpm,5.0,350000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Mahindra Scorpio M2DI,
year: 2011,
km_driven: 475000,
fuel: Diesel,
seller_type: Individual,
transmission: Manual,
owner: Third Owner,
mileage: 13.5 kmpl,
engine: 2179 CC,
max_power: 115 bhp,
torque: 277.5Nm@ 1700-2200rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 85%
84,Mahindra Bolero 2011-2019 DI NON AC BS III White,2013,400000,80000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,63 bhp,180Nm@ 1440-1500rpm,9.0,500000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Mahindra Bolero 2011-2019 DI NON AC BS III White,
year: 2013,
km_driven: 80000,
fuel: Diesel,
seller_type: Individual,
transmission: Manual,
owner: First Owner,
mileage: 15.96 kmpl,
engine: 2523 CC,
max_power: 63 bhp,
torque: 180Nm@ 1440-1500rpm,
seats: 9.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,error,Confidence: 90%
85,Maruti Swift Dzire AMT ZXI Plus,2019,750000,6500,Petrol,Individual,Automatic,First Owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,750000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Maruti Swift Dzire AMT ZXI Plus,
year: 2019,
km_driven: 6500,
fuel: Petrol,
seller_type: Individual,
transmission: Automatic,
owner: First Owner,
mileage: 21.21 kmpl,
engine: 1197 CC,
max_power: 81.80 bhp,
torque: 113Nm@ 4200rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 90%
86,Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,650000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Maruti Swift AMT VVT VXI,
year: 2019,
km_driven: 5621,
fuel: Petrol,
seller_type: Trustmark Dealer,
transmission: Automatic,
owner: First Owner,
mileage: 22.0 kmpl,
engine: 1197 CC,
max_power: 81.80 bhp,
torque: 113Nm@ 4200rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 90%
87,Tata Zest Revotron 1.2 XT,2020,500000,40000,Petrol,Individual,Manual,First Owner,17.57 kmpl,1193 CC,88.7 bhp,140Nm@ 1500-4000rpm,5.0,500000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Tata Zest Revotron 1.2 XT,
year: 2020,
km_driven: 40000,
fuel: Petrol,
seller_type: Individual,
transmission: Manual,
owner: First Owner,
mileage: 17.57 kmpl,
engine: 1193 CC,
max_power: 88.7 bhp,
torque: 140Nm@ 1500-4000rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 90%
88,Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,550000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Maruti Swift AMT ZXI,
year: 2018,
km_driven: 69779,
fuel: Petrol,
seller_type: Dealer,
transmission: Automatic,
owner: First Owner,
mileage: 22.0 kmpl,
engine: 1197 CC,
max_power: 81.80 bhp,
torque: 113Nm@ 4200rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 90%
89,Hyundai i20 Sportz 1.4 CRDi,2013,425000,101000,Diesel,Dealer,Manual,First Owner,21.9 kmpl,1396 CC,88.76 bhp,219.6Nm@ 1750-2750rpm,5.0,350000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Hyundai i20 Sportz 1.4 CRDi,
year: 2013,
km_driven: 101000,
fuel: Diesel,
seller_type: Dealer,
transmission: Manual,
owner: First Owner,
mileage: 21.9 kmpl,
engine: 1396 CC,
max_power: 88.76 bhp,
torque: 219.6Nm@ 1750-2750rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 85%
90,Honda BRV i-VTEC V MT,2016,725000,140000,Petrol,Individual,Manual,First Owner,15.4 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm,7.0,650000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Honda BRV i-VTEC V MT,
year: 2016,
km_driven: 140000,
fuel: Petrol,
seller_type: Individual,
transmission: Manual,
owner: First Owner,
mileage: 15.4 kmpl,
engine: 1497 CC,
max_power: 117.3 bhp,
torque: 145Nm@ 4600rpm,
seats: 7.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 85%
91,Maruti Swift Dzire VDI,2014,500000,120000,Diesel,Individual,Manual,Second Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,450000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Maruti Swift Dzire VDI,
year: 2014,
km_driven: 120000,
fuel: Diesel,
seller_type: Individual,
transmission: Manual,
owner: Second Owner,
mileage: 23.4 kmpl,
engine: 1248 CC,
max_power: 74 bhp,
torque: 190Nm@ 2000rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 90%
92,Maruti Wagon R LXI,2005,65000,90000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,100000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Maruti Wagon R LXI,
year: 2005,
km_driven: 90000,
fuel: Petrol,
seller_type: Individual,
transmission: Manual,
owner: Second Owner,
mileage: 18.9 kmpl,
engine: 998 CC,
max_power: 67.1 bhp,
torque: 90Nm@ 3500rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,error,Confidence: 85%
93,Hyundai Getz 1.1 GVS,2008,155000,60000,Petrol,Individual,Manual,Third Owner,15.0 kmpl,1086 CC,66.6 bhp,"10.4@ 3,200(kgm@ rpm)",5.0,150000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Hyundai Getz 1.1 GVS,
year: 2008,
km_driven: 60000,
fuel: Petrol,
seller_type: Individual,
transmission: Manual,
owner: Third Owner,
mileage: 15.0 kmpl,
engine: 1086 CC,
max_power: 66.6 bhp,
torque: 10.4@ 3,200(kgm@ rpm),
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 85%
94,Toyota Innova 2.5 G (Diesel) 7 Seater,2014,750000,120000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1400-3400rpm,7.0,800000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Toyota Innova 2.5 G (Diesel) 7 Seater,
year: 2014,
km_driven: 120000,
fuel: Diesel,
seller_type: Individual,
transmission: Manual,
owner: First Owner,
mileage: 12.99 kmpl,
engine: 2494 CC,
max_power: 100.6 bhp,
torque: 200Nm@ 1400-3400rpm,
seats: 7.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 85%
95,Maruti Alto 800 LXI,2014,180000,55000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,200000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Maruti Alto 800 LXI,
year: 2014,
km_driven: 55000,
fuel: Petrol,
seller_type: Individual,
transmission: Manual,
owner: First Owner,
mileage: 22.74 kmpl,
engine: 796 CC,
max_power: 47.3 bhp,
torque: 69Nm@ 3500rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 90%
96,Audi A3 40 TFSI Premium,2017,1689999,8000,Petrol,Dealer,Automatic,First Owner,16.6 kmpl,1798 CC,177.5 bhp,250Nm@ 1250-5000rpm,5.0,2250000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Audi A3 40 TFSI Premium,
year: 2017,
km_driven: 8000,
fuel: Petrol,
seller_type: Dealer,
transmission: Automatic,
owner: First Owner,
mileage: 16.6 kmpl,
engine: 1798 CC,
max_power: 177.5 bhp,
torque: 250Nm@ 1250-5000rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,error,Confidence: 90%
97,Toyota Innova 2.5 G (Diesel) 8 Seater,2013,1000000,190000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,8.0,650000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Toyota Innova 2.5 G (Diesel) 8 Seater,
year: 2013,
km_driven: 190000,
fuel: Diesel,
seller_type: Individual,
transmission: Manual,
owner: First Owner,
mileage: 12.99 kmpl,
engine: 2494 CC,
max_power: 100.6 bhp,
torque: 200Nm@ 1200-3600rpm,
seats: 8.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,error,Confidence: 85%
98,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.6 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5.0,2500000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Jaguar XE 2016-2019 2.0L Diesel Prestige,
year: 2017,
km_driven: 9000,
fuel: Diesel,
seller_type: Dealer,
transmission: Automatic,
owner: First Owner,
mileage: 13.6 kmpl,
engine: 1999 CC,
max_power: 177 bhp,
torque: 430Nm@ 1750-2500rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 90%
99,Maruti Swift Dzire VDI,2017,650000,70000,Diesel,Individual,Manual,First Owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,650000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Maruti Swift Dzire VDI,
year: 2017,
km_driven: 70000,
fuel: Diesel,
seller_type: Individual,
transmission: Manual,
owner: First Owner,
mileage: 26.59 kmpl,
engine: 1248 CC,
max_power: 74 bhp,
torque: 190Nm@ 2000rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 90%
100,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37 kmpl,2487 CC,214.56 bhp,202Nm@ 3600-5200rpm,5.0,3200000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Lexus ES 300h,
year: 2019,
km_driven: 20000,
fuel: Petrol,
seller_type: Dealer,
transmission: Automatic,
owner: First Owner,
mileage: 22.37 kmpl,
engine: 2487 CC,
max_power: 214.56 bhp,
torque: 202Nm@ 3600-5200rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,error,Confidence: 95%
101,Maruti Alto K10 Knightracer,2012,260000,16830,Petrol,Individual,Manual,First Owner,20.2 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,200000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Maruti Alto K10 Knightracer,
year: 2012,
km_driven: 16830,
fuel: Petrol,
seller_type: Individual,
transmission: Manual,
owner: First Owner,
mileage: 20.2 kmpl,
engine: 998 CC,
max_power: 67.1 bhp,
torque: 90Nm@ 3500rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,error,Confidence: 90%
102,Honda Jazz V CVT,2017,725000,6550,Petrol,Individual,Automatic,First Owner,18.2 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5.0,650000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Honda Jazz V CVT,
year: 2017,
km_driven: 6550,
fuel: Petrol,
seller_type: Individual,
transmission: Automatic,
owner: First Owner,
mileage: 18.2 kmpl,
engine: 1199 CC,
max_power: 88.7 bhp,
torque: 110Nm@ 4800rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 90%
103,Maruti Wagon R VXI,2003,65000,70000,Petrol,Individual,Manual,Fourth & Above Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,80000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Maruti Wagon R VXI,
year: 2003,
km_driven: 70000,
fuel: Petrol,
seller_type: Individual,
transmission: Manual,
owner: Fourth & Above Owner,
mileage: 18.9 kmpl,
engine: 998 CC,
max_power: 67.1 bhp,
torque: 90Nm@ 3500rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,error,Confidence: 85%
