text_id,term_id,text,term,polarity
1208,3101,"My date and I had entrees, soup, and appetizers (fresh spinach pierogies) for $33 - ($40 with the tip).",and appetizers,positive
1208,3102,"My date and I had entrees, soup, and appetizers (fresh spinach pierogies) for $33 - ($40 with the tip).",fresh spinach pierogies,neutral
1209,3103,The pizza is baked in a wood burning oven and the flavor is fantastic.,pizza,neutral
1209,3104,The pizza is baked in a wood burning oven and the flavor is fantastic.,flavor,positive
1210,3105,"Noodle bowls are mixed with tempura vegetables, mountain yam, mushrooms, or spiced with curry or cold citrus dipping sauces.",mushrooms,neutral
1210,3106,"Noodle bowls are mixed with tempura vegetables, mountain yam, mushrooms, or spiced with curry or cold citrus dipping sauces.",citrus dipping sauces,positive
1211,3107,"Upon walking in and noticing the exposed red brick wall and the white tableclothes and and huge rack of various wines behind the bar, I felt like I was in a truly authentic Italian restaurant.",white tableclothes,neutral
1211,3108,"Upon walking in and noticing the exposed red brick wall and the white tableclothes and and huge rack of various wines behind the bar, I felt like I was in a truly authentic Italian restaurant.",rack,positive
1211,3109,"Upon walking in and noticing the exposed red brick wall and the white tableclothes and and huge rack of various wines behind the bar, I felt like I was in a truly authentic Italian restaurant.",wines,positive
1212,3110,"They serve food with an entire loaf of freshly-baked bread, crusty on the outside and unbelievably warm and gooey in the center.",food,neutral
1212,3111,"They serve food with an entire loaf of freshly-baked bread, crusty on the outside and unbelievably warm and gooey in the center.",bread,positive
1213,3112,I love the steak and eggs with a bloody mary that costs around $7 bucks.,steak,neutral
1213,3113,I love the steak and eggs with a bloody mary that costs around $7 bucks.,eggs,positive
1214,3114,I found my dinner to be a bit on the heavy side and blamed the large portions.,dinner,neutral
1214,3115,I found my dinner to be a bit on the heavy side and blamed the large portions.,portions,negative
1215,3116,"The entree -- a decent filet mignon, soupy mashed potatoes, and, believe it or not, frozen mixed veggies!",entree,neutral
1215,3117,"The entree -- a decent filet mignon, soupy mashed potatoes, and, believe it or not, frozen mixed veggies!",filet mignon,positive
1215,3118,"The entree -- a decent filet mignon, soupy mashed potatoes, and, believe it or not, frozen mixed veggies!",mixed veggies,positive
1216,3119,"i thought the food was great but kind of expensive for that atmosphere, the tables were too close and it was too noisy.",food,positive
1216,3120,"i thought the food was great but kind of expensive for that atmosphere, the tables were too close and it was too noisy.",atmosphere,positive
1216,3121,"i thought the food was great but kind of expensive for that atmosphere, the tables were too close and it was too noisy.",tables,negative
1217,3122,Two dogs and an adequately sized drink for two dollars.,dogs,neutral
1217,3123,Two dogs and an adequately sized drink for two dollars.,drink,positive
1218,3124,The snooty manager asked us to leave and gave us our check in the middle of our meal.,manager,negative
1218,3125,The snooty manager asked us to leave and gave us our check in the middle of our meal.,meal,neutral
1219,3126,"The menu options were not appealing, we had to beg the waiter to ask the chef if we could have just a plain dinner salad to start as their salad choices were not appetizing.",menu options,negative
1219,3127,"The menu options were not appealing, we had to beg the waiter to ask the chef if we could have just a plain dinner salad to start as their salad choices were not appetizing.",waiter,neutral
1219,3128,"The menu options were not appealing, we had to beg the waiter to ask the chef if we could have just a plain dinner salad to start as their salad choices were not appetizing.",chef,neutral
1219,3129,"The menu options were not appealing, we had to beg the waiter to ask the chef if we could have just a plain dinner salad to start as their salad choices were not appetizing.",plain dinner salad,neutral
1219,3130,"The menu options were not appealing, we had to beg the waiter to ask the chef if we could have just a plain dinner salad to start as their salad choices were not appetizing.",salad choices,negative
1220,3131,The menu was much too narrow - 4 pastas and 6 meat dishes or so.,menu,positive
1220,3132,The menu was much too narrow - 4 pastas and 6 meat dishes or so.,meat dishes,neutral
1221,3133,"I still go often, but the prices went up a little and the service is even slower now that they're always full during dinner hours.",prices,negative
1221,3134,"I still go often, but the prices went up a little and the service is even slower now that they're always full during dinner hours.",dinner,neutral
1222,3135,The music is a mix of house radio as well as live band at the same time.,music,neutral
1222,3136,The music is a mix of house radio as well as live band at the same time.,band,positive
1223,3137,"Great when the band is playing, not so great when there's a large party at the bar.",band,positive
1223,3138,"Great when the band is playing, not so great when there's a large party at the bar.",bar,neutral
1224,3139,We were seated promptly and brought rolls and water but then were made to wait much too long before our beverage order was taken and then much much too long before our waiter came back for a food order.,water,neutral
1224,3140,We were seated promptly and brought rolls and water but then were made to wait much too long before our beverage order was taken and then much much too long before our waiter came back for a food order.,waiter,negative
1224,3141,We were seated promptly and brought rolls and water but then were made to wait much too long before our beverage order was taken and then much much too long before our waiter came back for a food order.,food,neutral
1225,3142,"While service is still ok, the food has been not up to par on my last few visits.",service,positive
1225,3143,"While service is still ok, the food has been not up to par on my last few visits.",food,negative
1226,3144,"Suddenly the manager, came to our table yelling absolutely no way we can have a drink after dinner becuase he has tables waiting Just to be clear we spent over $70 and had 1 drink each, we used the table for about 1hour and 15 minutes.",manager,negative
1226,3145,"Suddenly the manager, came to our table yelling absolutely no way we can have a drink after dinner becuase he has tables waiting Just to be clear we spent over $70 and had 1 drink each, we used the table for about 1hour and 15 minutes.",drink after dinner,neutral
1227,3146,We ate at the bar to avoid waiting for a table.,waiting,negative
1227,3147,We ate at the bar to avoid waiting for a table.,table,neutral
1228,3148,"the food at pongal is average, the rava masala dosa is much better at madras mahal (a few doors down) and certainly the service at pongal is the worst among the indian restaurants along that block.",food,neutral
1228,3149,"the food at pongal is average, the rava masala dosa is much better at madras mahal (a few doors down) and certainly the service at pongal is the worst among the indian restaurants along that block.",rava masala dosa,positive
1228,3150,"the food at pongal is average, the rava masala dosa is much better at madras mahal (a few doors down) and certainly the service at pongal is the worst among the indian restaurants along that block.",service,negative
1229,3151,I am hoping the stale service was a one shot deal because it was deplorable for what we paid for dinner!,service,negative
1229,3152,I am hoping the stale service was a one shot deal because it was deplorable for what we paid for dinner!,dinner,neutral
1230,3153,"The mussels and frits were great, but the host had an attitude and my friends and I waited about 1 1/2 hours to be seated on a random Tues.",mussels,positive
1230,3154,"The mussels and frits were great, but the host had an attitude and my friends and I waited about 1 1/2 hours to be seated on a random Tues.",host,negative
1231,3155,"My hubby's a very picky eater, (plain, no condiments, no cheese, just salt pepper, and onions) and as busy as they were, they got it RIGHT THE FIRST TIME!!",condiments,negative
1231,3156,"My hubby's a very picky eater, (plain, no condiments, no cheese, just salt pepper, and onions) and as busy as they were, they got it RIGHT THE FIRST TIME!!",onions,neutral
1232,3157,The waiter nearly yelled at me when I asked for more water.,waiter,negative
1232,3158,The waiter nearly yelled at me when I asked for more water.,water,neutral
1233,3159,"Room is impressive, but service is slow and taste was almost like fast food.",Room,positive
1233,3160,"Room is impressive, but service is slow and taste was almost like fast food.",service,negative
1233,3161,"Room is impressive, but service is slow and taste was almost like fast food.",food,negative
1234,3162,"Appetizers and drinks came on time, but we waited 40/45 minutes for entrees.",Appetizers,positive
1234,3163,"Appetizers and drinks came on time, but we waited 40/45 minutes for entrees.",drinks,positive
1234,3164,"Appetizers and drinks came on time, but we waited 40/45 minutes for entrees.",entrees,negative
1235,3165,The sauce has a lemony olivey taste and the crust has the right mix of chewey and crunchy textures.,sauce,positive
1235,3166,The sauce has a lemony olivey taste and the crust has the right mix of chewey and crunchy textures.,crust,positive
1235,3167,The sauce has a lemony olivey taste and the crust has the right mix of chewey and crunchy textures.,mix,neutral
1235,3168,The sauce has a lemony olivey taste and the crust has the right mix of chewey and crunchy textures.,textures,positive
1236,3169,"They were out of cherry, so we got a few slices of apple and one key lime.",slices,negative
1236,3170,"They were out of cherry, so we got a few slices of apple and one key lime.",apple,neutral
1237,3171,"The menu, which combines pan-Asian influences, offers a wide range of stir-fries and noodle dishes, with several varieties of momo (Tibetan dumplings) as highlights.",range,positive
1237,3172,"The menu, which combines pan-Asian influences, offers a wide range of stir-fries and noodle dishes, with several varieties of momo (Tibetan dumplings) as highlights.",stir-fries,positive
1237,3173,"The menu, which combines pan-Asian influences, offers a wide range of stir-fries and noodle dishes, with several varieties of momo (Tibetan dumplings) as highlights.",noodle dishes,positive
1237,3174,"The menu, which combines pan-Asian influences, offers a wide range of stir-fries and noodle dishes, with several varieties of momo (Tibetan dumplings) as highlights.",Tibetan dumplings,neutral
1238,3175,"The smell was heavenly, and the appearance was great, but the cheese was a little too salty and heavy.",appearance,positive
1238,3176,"The smell was heavenly, and the appearance was great, but the cheese was a little too salty and heavy.",cheese,negative
1239,3177,"But the service was absolutely terrible, and we watied 45 minutes for food.",service,negative
1239,3178,"But the service was absolutely terrible, and we watied 45 minutes for food.",food,neutral
1240,3179,When we finally had to see the manager because I had lemon juice spilled on me from the waiter- she even took over 10 minutes to come to the table.,manager,negative
1240,3180,When we finally had to see the manager because I had lemon juice spilled on me from the waiter- she even took over 10 minutes to come to the table.,table,neutral
1241,3181,"Our apetizers took quite a while to be served, in fact, while all the other tables that sat way after us were being served I asked the waiter what happened to our appetizers, the calamari was tough; The entrees were tasteless and really!, one have to be really bad to mess a simple pasta dish.",apetizers,neutral
1241,3182,"Our apetizers took quite a while to be served, in fact, while all the other tables that sat way after us were being served I asked the waiter what happened to our appetizers, the calamari was tough; The entrees were tasteless and really!, one have to be really bad to mess a simple pasta dish.",tables,neutral
1241,3183,"Our apetizers took quite a while to be served, in fact, while all the other tables that sat way after us were being served I asked the waiter what happened to our appetizers, the calamari was tough; The entrees were tasteless and really!, one have to be really bad to mess a simple pasta dish.",waiter,negative
1241,3184,"Our apetizers took quite a while to be served, in fact, while all the other tables that sat way after us were being served I asked the waiter what happened to our appetizers, the calamari was tough; The entrees were tasteless and really!, one have to be really bad to mess a simple pasta dish.",appetizers,neutral
1241,3185,"Our apetizers took quite a while to be served, in fact, while all the other tables that sat way after us were being served I asked the waiter what happened to our appetizers, the calamari was tough; The entrees were tasteless and really!, one have to be really bad to mess a simple pasta dish.",calamari,negative
1241,3186,"Our apetizers took quite a while to be served, in fact, while all the other tables that sat way after us were being served I asked the waiter what happened to our appetizers, the calamari was tough; The entrees were tasteless and really!, one have to be really bad to mess a simple pasta dish.",pasta dish,negative
1242,3187,"a drink or two went by, but as we slowly realized our wait had become an hour from the promised 20 min, the server noted upon our inquiry that they recognized and remembered us and would seat us soon- rolling eye look- matched by a tone protesting the uncouth annoyance.",drink,neutral
1242,3188,"a drink or two went by, but as we slowly realized our wait had become an hour from the promised 20 min, the server noted upon our inquiry that they recognized and remembered us and would seat us soon- rolling eye look- matched by a tone protesting the uncouth annoyance.",wait,neutral
1242,3189,"a drink or two went by, but as we slowly realized our wait had become an hour from the promised 20 min, the server noted upon our inquiry that they recognized and remembered us and would seat us soon- rolling eye look- matched by a tone protesting the uncouth annoyance.",server,negative
1243,3190,Seated by a moody hostess and presented a menu that included live food-samples.,hostess,negative
1243,3191,Seated by a moody hostess and presented a menu that included live food-samples.,menu,neutral
1244,3192,But the wait staff's attitude will make me rethink about returning.,wait staff,negative
1244,3193,But the wait staff's attitude will make me rethink about returning.,attitude,neutral
1245,3194,"We ordered 1/2 bottle of Gruner, 2 appetizers - foie gras and oysters, 2 entrees - steak and diver scallops, and 1 dessert, the pastry chef's favorite a mixture of crushed avocado, salt glazed caramel and lime sorbet (which really tasted like margarita infused guacamole, to try only if you're feeling wd-50 adventurous) for around $100.",appetizers,neutral
1245,3195,"We ordered 1/2 bottle of Gruner, 2 appetizers - foie gras and oysters, 2 entrees - steak and diver scallops, and 1 dessert, the pastry chef's favorite a mixture of crushed avocado, salt glazed caramel and lime sorbet (which really tasted like margarita infused guacamole, to try only if you're feeling wd-50 adventurous) for around $100.",foie gras and oysters,neutral
1245,3196,"We ordered 1/2 bottle of Gruner, 2 appetizers - foie gras and oysters, 2 entrees - steak and diver scallops, and 1 dessert, the pastry chef's favorite a mixture of crushed avocado, salt glazed caramel and lime sorbet (which really tasted like margarita infused guacamole, to try only if you're feeling wd-50 adventurous) for around $100.",entrees,neutral
1245,3197,"We ordered 1/2 bottle of Gruner, 2 appetizers - foie gras and oysters, 2 entrees - steak and diver scallops, and 1 dessert, the pastry chef's favorite a mixture of crushed avocado, salt glazed caramel and lime sorbet (which really tasted like margarita infused guacamole, to try only if you're feeling wd-50 adventurous) for around $100.",scallops,neutral
1245,3198,"We ordered 1/2 bottle of Gruner, 2 appetizers - foie gras and oysters, 2 entrees - steak and diver scallops, and 1 dessert, the pastry chef's favorite a mixture of crushed avocado, salt glazed caramel and lime sorbet (which really tasted like margarita infused guacamole, to try only if you're feeling wd-50 adventurous) for around $100.",dessert,neutral
1245,3199,"We ordered 1/2 bottle of Gruner, 2 appetizers - foie gras and oysters, 2 entrees - steak and diver scallops, and 1 dessert, the pastry chef's favorite a mixture of crushed avocado, salt glazed caramel and lime sorbet (which really tasted like margarita infused guacamole, to try only if you're feeling wd-50 adventurous) for around $100.",pastry chef,positive
1246,3200,"On our second trip, our waiter had an attitude, was slow to bring/refill drinks, and we had to flag him down for EVERYTHING.",waiter,negative
1246,3201,"On our second trip, our waiter had an attitude, was slow to bring/refill drinks, and we had to flag him down for EVERYTHING.",drinks,neutral
1247,3202,We had to request water and chips (tostades) and salsa three times (the third time my date had to go and track down the waitress) before finally being served (by the busser) and the place wasn't even a quarter full.,water and chips (tostades),neutral
1247,3203,We had to request water and chips (tostades) and salsa three times (the third time my date had to go and track down the waitress) before finally being served (by the busser) and the place wasn't even a quarter full.,waitress,negative
1247,3204,We had to request water and chips (tostades) and salsa three times (the third time my date had to go and track down the waitress) before finally being served (by the busser) and the place wasn't even a quarter full.,served,neutral
1247,3205,We had to request water and chips (tostades) and salsa three times (the third time my date had to go and track down the waitress) before finally being served (by the busser) and the place wasn't even a quarter full.,place,negative
1248,3206,The service is ok since it is new and the staff didn't know the food items too well.,service,positive
1248,3207,The service is ok since it is new and the staff didn't know the food items too well.,staff,negative
1248,3208,The service is ok since it is new and the staff didn't know the food items too well.,food,neutral
1249,3209,"sirloin was spectacular -- tender, succulent and savory -- and even the salad and dessert (items where you might be willing to cut a steakhouse some slack) were superb.",salad,positive
1249,3210,"sirloin was spectacular -- tender, succulent and savory -- and even the salad and dessert (items where you might be willing to cut a steakhouse some slack) were superb.",dessert,positive
1249,3211,"sirloin was spectacular -- tender, succulent and savory -- and even the salad and dessert (items where you might be willing to cut a steakhouse some slack) were superb.",items,neutral
1250,3212,The ambience is horrible but the food is incredible.,ambience,negative
1250,3213,The ambience is horrible but the food is incredible.,food,positive
1251,3214,They have even just expanded to include lunch hours at very reasonable prices.,lunch,neutral
1251,3215,They have even just expanded to include lunch hours at very reasonable prices.,prices,positive
1252,3216,"Although the pricing is on the more expensive side, this is a must try restaurant for its food.",pricing,negative
1252,3217,"Although the pricing is on the more expensive side, this is a must try restaurant for its food.",food,positive
1253,3218,"!While you are there, try the stuffed chicken wings, the salmon and take a stroll into the restroom.",stuffed chicken wings,positive
1253,3219,"!While you are there, try the stuffed chicken wings, the salmon and take a stroll into the restroom.",salmon,neutral
1254,3220,Hot foods selection every weekday for lunch.,foods,positive
1254,3221,Hot foods selection every weekday for lunch.,lunch,neutral
1255,3222,"Although the prices is a bit on the high, you do get big portions for it.",prices,negative
1255,3223,"Although the prices is a bit on the high, you do get big portions for it.",portions,positive
1256,3224,Expect to stand around for a while before one of the waiters desides that they can be bothered to actually get you to a seat.,waiters,negative
1256,3225,Expect to stand around for a while before one of the waiters desides that they can be bothered to actually get you to a seat.,seat,neutral
1257,3226,"and you have to order through a pane of bulletproof glass, but the fact of the matter is, after a night of hard drinkin', college style, nothing hits the spot like a big box of inexpensive chicken and fries.",bulletproof glass,neutral
1257,3227,"and you have to order through a pane of bulletproof glass, but the fact of the matter is, after a night of hard drinkin', college style, nothing hits the spot like a big box of inexpensive chicken and fries.",style,neutral
1257,3228,"and you have to order through a pane of bulletproof glass, but the fact of the matter is, after a night of hard drinkin', college style, nothing hits the spot like a big box of inexpensive chicken and fries.",fries,positive
1258,3229,"If it's just a quick martini at the bar (which I recommend Jeffery's) or a mind blowing Roast Chicken, go to Village!",martini,positive
1258,3230,"If it's just a quick martini at the bar (which I recommend Jeffery's) or a mind blowing Roast Chicken, go to Village!",bar,neutral
1258,3231,"If it's just a quick martini at the bar (which I recommend Jeffery's) or a mind blowing Roast Chicken, go to Village!",Roast Chicken,positive
1259,3232,"40 minutes later, the waitress finally looked at our table and we asked about our dishes.",waitress,negative
1259,3233,"40 minutes later, the waitress finally looked at our table and we asked about our dishes.",dishes,neutral
1260,3234,"Went for lunch but wanted to order a la carte, which was so highly discouraged by the waiter (pushing the 10.",lunch,neutral
1260,3235,"Went for lunch but wanted to order a la carte, which was so highly discouraged by the waiter (pushing the 10.",waiter,negative
1261,3236,"This restaurant was a great value, even though I know nothing about the prix fixe menu.",value,positive
1261,3237,"This restaurant was a great value, even though I know nothing about the prix fixe menu.",prix fixe menu,neutral
1262,3238,"Though the service leaves a lot to be desired, and the waitstaff runs around like chickens without heads, the beer is cold, the sake is hot, and the sushi is out of this world!",service,negative
1262,3239,"Though the service leaves a lot to be desired, and the waitstaff runs around like chickens without heads, the beer is cold, the sake is hot, and the sushi is out of this world!",waitstaff,negative
1262,3240,"Though the service leaves a lot to be desired, and the waitstaff runs around like chickens without heads, the beer is cold, the sake is hot, and the sushi is out of this world!",chickens,negative
1262,3241,"Though the service leaves a lot to be desired, and the waitstaff runs around like chickens without heads, the beer is cold, the sake is hot, and the sushi is out of this world!",beer,positive
1262,3242,"Though the service leaves a lot to be desired, and the waitstaff runs around like chickens without heads, the beer is cold, the sake is hot, and the sushi is out of this world!",sake,positive
1262,3243,"Though the service leaves a lot to be desired, and the waitstaff runs around like chickens without heads, the beer is cold, the sake is hot, and the sushi is out of this world!",sushi,positive
1263,3244,I will have to say the food was good and the chance to sample wines not often found in other restaurants was a positive but the abyssmal service left a bad taste.,food,positive
1263,3245,I will have to say the food was good and the chance to sample wines not often found in other restaurants was a positive but the abyssmal service left a bad taste.,wines,neutral
1263,3246,I will have to say the food was good and the chance to sample wines not often found in other restaurants was a positive but the abyssmal service left a bad taste.,service,negative
1264,3247,"The atmosphere is fun -- dark, pulsing, basement room; a place where you feel like you can relax.",atmosphere,positive
1264,3248,"The atmosphere is fun -- dark, pulsing, basement room; a place where you feel like you can relax.",room,neutral
1265,3249,i also like their cocktail menu and dessert menu (try the black tea rose ice cream and the coconout waffles).,cocktail menu,positive
1265,3250,i also like their cocktail menu and dessert menu (try the black tea rose ice cream and the coconout waffles).,dessert menu,positive
1265,3251,i also like their cocktail menu and dessert menu (try the black tea rose ice cream and the coconout waffles).,black tea rose ice cream,neutral
1266,3252,Order the jalapeno cheddar potatoes- My meal tasted like mom's homemade cooking!,jalapeno cheddar,neutral
1266,3253,Order the jalapeno cheddar potatoes- My meal tasted like mom's homemade cooking!,meal,positive
1266,3254,Order the jalapeno cheddar potatoes- My meal tasted like mom's homemade cooking!,cooking,positive
1267,3255,"Sadly, many people feel the need to berate their server for a stronger drink.",server,negative
1267,3256,"Sadly, many people feel the need to berate their server for a stronger drink.",drink,neutral
1268,3257,"Martinis from the bar are mixed at the size of 1 1/2 drinks, and the wait staff leaves the whole glass there, returning to pour you your remaining drink as your glass empties.",Martinis,neutral
1268,3258,"Martinis from the bar are mixed at the size of 1 1/2 drinks, and the wait staff leaves the whole glass there, returning to pour you your remaining drink as your glass empties.",bar,neutral
1268,3259,"Martinis from the bar are mixed at the size of 1 1/2 drinks, and the wait staff leaves the whole glass there, returning to pour you your remaining drink as your glass empties.",drinks,neutral
1268,3260,"Martinis from the bar are mixed at the size of 1 1/2 drinks, and the wait staff leaves the whole glass there, returning to pour you your remaining drink as your glass empties.",wait staff,negative
1268,3261,"Martinis from the bar are mixed at the size of 1 1/2 drinks, and the wait staff leaves the whole glass there, returning to pour you your remaining drink as your glass empties.",glass empties,neutral
1269,3262,"They moved us upstairs to an area where they were setting up for a private party -- we had no server, and had to flag down people setting up for the party to get us drinks, silverware, water, etc.",server,negative
1269,3263,"They moved us upstairs to an area where they were setting up for a private party -- we had no server, and had to flag down people setting up for the party to get us drinks, silverware, water, etc.",drinks,neutral
1269,3264,"They moved us upstairs to an area where they were setting up for a private party -- we had no server, and had to flag down people setting up for the party to get us drinks, silverware, water, etc.",water,neutral
1270,3265,"Shaved tuna and small tapioca balls--a playful substitute for roe--float in an addictive, tart-smooth pool of coconut water and kaffir lime juice.",tuna,neutral
1270,3266,"Shaved tuna and small tapioca balls--a playful substitute for roe--float in an addictive, tart-smooth pool of coconut water and kaffir lime juice.",tapioca balls,neutral
1270,3267,"Shaved tuna and small tapioca balls--a playful substitute for roe--float in an addictive, tart-smooth pool of coconut water and kaffir lime juice.",roe,neutral
1270,3268,"Shaved tuna and small tapioca balls--a playful substitute for roe--float in an addictive, tart-smooth pool of coconut water and kaffir lime juice.",coconut water,positive
1270,3269,"Shaved tuna and small tapioca balls--a playful substitute for roe--float in an addictive, tart-smooth pool of coconut water and kaffir lime juice.",kaffir lime juice,positive
1271,3270,We had over 100 beers to choose from and the food and service was excellent.,beers,neutral
1271,3271,We had over 100 beers to choose from and the food and service was excellent.,food,positive
1271,3272,We had over 100 beers to choose from and the food and service was excellent.,service,positive
1272,3273,"For 2 patrons paying over $100 for dinner, you'd think that the waiter would check to see if everything was okay with the dining experience, and he certainly did not.",dinner,neutral
1272,3274,"For 2 patrons paying over $100 for dinner, you'd think that the waiter would check to see if everything was okay with the dining experience, and he certainly did not.",waiter,negative
1273,3275,Yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken.,waiting area,negative
1273,3276,Yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken.,bar,neutral
1274,3277,"Appetizers, entrees and desserts suffered from a lack of variety in taste--all were nicely presented but none rose much above the level of something the average person could either cook for onesself or get at a well-run diner.",Appetizers,neutral
1274,3278,"Appetizers, entrees and desserts suffered from a lack of variety in taste--all were nicely presented but none rose much above the level of something the average person could either cook for onesself or get at a well-run diner.",entrees,neutral
1274,3279,"Appetizers, entrees and desserts suffered from a lack of variety in taste--all were nicely presented but none rose much above the level of something the average person could either cook for onesself or get at a well-run diner.",desserts,neutral
1274,3280,"Appetizers, entrees and desserts suffered from a lack of variety in taste--all were nicely presented but none rose much above the level of something the average person could either cook for onesself or get at a well-run diner.",taste,negative
1275,3281,The food and cocktails at SushiSamba were very good; however the seating is so tight and uncomfortable and the service so rushed that I will probably never go back.,cocktails,positive
1275,3282,The food and cocktails at SushiSamba were very good; however the seating is so tight and uncomfortable and the service so rushed that I will probably never go back.,seating,negative
1276,3283,"The slices are pricey for the neighborhood (and always has been), but the fact that it is always packed attests to the value.",slices,positive
1276,3284,"The slices are pricey for the neighborhood (and always has been), but the fact that it is always packed attests to the value.",neighborhood,neutral
1277,3285,Came here for a b-day and ended up waiting so long even for a reservation.,waiting,negative
1277,3286,Came here for a b-day and ended up waiting so long even for a reservation.,reservation,neutral
1278,3287,I saw a waitress yell at 2 customers for moving a table out a little bit in order to have more seating space.,waitress,negative
1278,3288,I saw a waitress yell at 2 customers for moving a table out a little bit in order to have more seating space.,space,neutral
1279,3289,I had to wait 1hr since I got there around 8pm but you could have a few drinks by the bar since the ambiance is very loungy/ club like.,drinks,neutral
1279,3290,I had to wait 1hr since I got there around 8pm but you could have a few drinks by the bar since the ambiance is very loungy/ club like.,bar,neutral
1279,3291,I had to wait 1hr since I got there around 8pm but you could have a few drinks by the bar since the ambiance is very loungy/ club like.,ambiance,negative
1280,3292,"The server (blond guy with blue eyes, we don't even know his name because he came to the table only twice) is rude and incapable and he didn't want to help for anything at all.",server,negative
1280,3293,"The server (blond guy with blue eyes, we don't even know his name because he came to the table only twice) is rude and incapable and he didn't want to help for anything at all.",guy,neutral
1281,3294,"After the appetizers, which were the only saving grace (BBQ chips, spinach, fried bread), the servers descending and without asking started taking our plates away.",appetizers,neutral
1281,3295,"After the appetizers, which were the only saving grace (BBQ chips, spinach, fried bread), the servers descending and without asking started taking our plates away.",servers,negative
1282,3296,"I visited the Park Slope location on Fifth Avenue, and was impressed with the menu, and that they offered chicken fried steak.",menu,positive
1282,3297,"I visited the Park Slope location on Fifth Avenue, and was impressed with the menu, and that they offered chicken fried steak.",chicken fried steak,neutral
1283,3298,"For dessert, try this pudding, translated Nipple of Venus.",dessert,neutral
1283,3299,"For dessert, try this pudding, translated Nipple of Venus.",pudding,positive
1284,3300,"Sushi is consistently fresh, service pleasant Sushi rice is a bit hard.",service,positive
1284,3301,"Sushi is consistently fresh, service pleasant Sushi rice is a bit hard.",Sushi rice,negative
1285,3302,We recently went for dinner with two kids and the staff were very accomodating even without reservations.,dinner,neutral
1285,3303,We recently went for dinner with two kids and the staff were very accomodating even without reservations.,staff,positive
1286,3304,Our dinner party of four all found the food better than average and of sizeable portions.,dinner,neutral
1286,3305,Our dinner party of four all found the food better than average and of sizeable portions.,food,positive
1287,3306,"I ordered a medium Cub burger and it came out well done, not that my server would have noticed since we didn't see her again until she brought the check.",server,negative
1287,3307,"I ordered a medium Cub burger and it came out well done, not that my server would have noticed since we didn't see her again until she brought the check.",check,neutral
1288,3308,The waiter knew his menu and what to recommend.,waiter,positive
1288,3309,The waiter knew his menu and what to recommend.,menu,neutral
1289,3310,"We didn't see him the rest of the night, the other courses come out sporadically, and no one ever asked if we wanted more wine (which we did) or refilled our water -- even after we flagged down another waiter, nothing happened.",wine,neutral
1289,3311,"We didn't see him the rest of the night, the other courses come out sporadically, and no one ever asked if we wanted more wine (which we did) or refilled our water -- even after we flagged down another waiter, nothing happened.",water,neutral
1289,3312,"We didn't see him the rest of the night, the other courses come out sporadically, and no one ever asked if we wanted more wine (which we did) or refilled our water -- even after we flagged down another waiter, nothing happened.",waiter,negative
1290,3313,We wouldn't bother quibbling over the price of a few drinks anyway but I wonder why they would offer if they weren't intending to back it up.,price,negative
1290,3314,We wouldn't bother quibbling over the price of a few drinks anyway but I wonder why they would offer if they weren't intending to back it up.,drinks,neutral
1291,3315,The waitstaff is charming and knowledgeable about the menu.,waitstaff,positive
1291,3316,The waitstaff is charming and knowledgeable about the menu.,menu,neutral
1292,3317,"the atmosphere is that of a diner, but if you get a booth that is the best!",atmosphere,positive
1292,3318,"the atmosphere is that of a diner, but if you get a booth that is the best!",diner,neutral
1293,3319,"We had 2 servers helping our party of 12, screwed up 3 orders had to re-do (frightful you never know what chef's mood is when they make mistakes).",servers,positive
1293,3320,"We had 2 servers helping our party of 12, screwed up 3 orders had to re-do (frightful you never know what chef's mood is when they make mistakes).",chef,neutral
1294,3321,"Although we didn't have a reservation, my husband and I enjoyed the food and drinks at the kitchen side seating.",reservation,neutral
1294,3322,"Although we didn't have a reservation, my husband and I enjoyed the food and drinks at the kitchen side seating.",food,positive
1294,3323,"Although we didn't have a reservation, my husband and I enjoyed the food and drinks at the kitchen side seating.",seating,neutral
1295,3324,"No dress codes, no attitudes, plenty of comfort companionship, a great place to relax in an always busy Midtown.",dress codes,negative
1295,3325,"No dress codes, no attitudes, plenty of comfort companionship, a great place to relax in an always busy Midtown.",attitudes,negative
1295,3326,"No dress codes, no attitudes, plenty of comfort companionship, a great place to relax in an always busy Midtown.",place,positive
1296,3327,"It's the nicest place to nurse a cup of coffee (and the coffee is good), especially out in the little back garden.",place,positive
1296,3328,"It's the nicest place to nurse a cup of coffee (and the coffee is good), especially out in the little back garden.",cup of coffee,positive
1296,3329,"It's the nicest place to nurse a cup of coffee (and the coffee is good), especially out in the little back garden.",garden,neutral
1297,3330,My friend and I enjoyed choosing from a very diverse menu of appetizers and entrees.,menu,positive
1297,3331,My friend and I enjoyed choosing from a very diverse menu of appetizers and entrees.,appetizers,neutral
1297,3332,My friend and I enjoyed choosing from a very diverse menu of appetizers and entrees.,entrees,neutral
1298,3333,"For an appetizer, I had soba in pho-like broth with dumplings, and I already liked the restaurant.",appetizer,neutral
1298,3334,"For an appetizer, I had soba in pho-like broth with dumplings, and I already liked the restaurant.",pho-like broth with dumplings,neutral
